# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1827.0,48.23078527487545,151.5214806964155,9285.39747072,108.73148232367922,341.5900260819991,673076.6873039517,0.7595814458969908,0.6329503435781357,0.00030764704702792835,0,0,0,0,0,4,1,1,0,2,3,6
1914.0,49.36578256872974,155.08717985663242,9727.559255039998,111.29022022294431,349.6285382687921,721721.4744834279,0.9048420232899992,0.8452028345864101,0.0003298814007224721,0,0,0,0,0,4,1,1,0,2,3,6
2071.0,51.35055108902456,161.32251405906692,10525.483394559997,115.76468237509695,363.6854756947605,812319.4946770637,0.9270109695306428,0.9066596213718434,0.0003712915608199677,0,0,0,0,0,4,1,1,0,2,3,6
2402.0,55.30209206218026,173.7366461506919,12207.731102719998,124.67303634497917,391.6718950821198,1014649.9356394286,0.9273962539438136,0.8787524673040881,0.00046377190349126366,0,0,0,0,0,4,1,1,0,2,3,6
2425.0,55.56622982,174.5664594,12324.62445,125.2685085,393.542626,1029258.215,0.9123455567186188,0.8962295128778309,0.0004704489940698136,0,0,0,0,0,4,1,1,0,2,3,6
2569.5,57.19780599,179.6922071,13059.0196,128.9467338,405.0981117,1122611.949,0.9299029693862478,0.8889207896880374,0.0005131187241850704,0,0,0,0,0,4,1,1,0,2,3,6
2651.0,58.09783157,182.5197208,13473.22862,130.9757515,411.4724587,1176444.163,0.9440442780782904,0.9590899261675984,0.0005377241250026397,0,0,0,0,0,4,1,1,0,2,3,6
2666.0,58.261965520088175,183.03536286161085,13549.463413759995,131.34577506848677,412.6349220352154,1186443.1825616076,0.9040980360362578,0.847636782109914,0.0005422944345963724,0,0,0,0,0,4,1,1,0,2,3,6
2706.5,58.7028349215412,184.4203949344082,13755.297347839998,132.3396710471225,415.7573383401299,1213581.017445668,0.8162943861883228,0.7827044656205494,0.0005546984814491236,0,0,0,0,0,4,1,1,0,2,3,6
2727.0,58.92473367349901,185.1175104233996,13859.484894719995,132.83991959353617,417.32891549851206,1227395.2393482889,0.935771673387934,0.9363163882227664,0.0005610126276014038,0,0,0,0,0,4,1,1,0,2,3,6
