# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Histogram_Bin,Histogram_Bin_Lower,Histogram_Bin_Upper,KMeans_Input_Volume,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,KMeans_Input_Number,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1541.5,44.302356124807325,139.17995653841348,7834.395293439999,99.87523164776564,313.7672940201993,521641.3631683231,0.6978586763511472,0.8119924587082881,0.0005716483299960076,0,99.87523164776564,123.84806385989174,0.0005716483299960076,0,0,0,0,0,0,0,0,0,2,4,4,2
2420.5,55.51464958037168,174.40441528830735,12301.75401088,125.1522260139899,393.1773138259601,1026394.5988921068,0.8186594859547042,0.7482140598407941,0.001124789558116899,1,123.84806385989174,147.82089607201783,0.001124789558116899,0,0,0,0,0,0,1,0,0,2,4,4,2
2762.5,59.30703366659714,186.3185412731841,14039.907231999998,133.70177669797658,420.0365194462662,1251440.3610621134,0.9114979982805894,1.004655854008582,0.0013714092535639627,1,123.84806385989174,147.82089607201783,0.0013714092535639627,0,0,0,0,0,0,2,0,0,2,4,4,2
3297.0,64.79097760484736,203.54685926228927,16756.40692992,146.06477991236787,458.8760395209049,1631680.5935605604,0.8813991551049493,0.9934993029384644,0.0017881010829557435,1,123.84806385989174,147.82089607201783,0.0017881010829557435,0,0,0,0,0,0,3,0,0,2,4,4,2
3609.5,67.79202119,212.9749157,18344.63173,152.8303326,480.13065,1869077.445,0.81330040975075,0.7418425533261038,0.0020482559005250626,2,147.82089607201783,171.79372828414392,0.0020482559005250626,0,0,0,0,0,0,4,0,0,2,4,4,2
3617.5,67.86710582513042,213.2108010806308,18385.2902848,152.99960337217402,480.6624299561741,1875294.7476377897,0.9295102360012288,0.9918658314156614,0.0020550692227056223,2,147.82089607201783,171.79372828414392,0.0020550692227056223,0,0,0,0,0,0,5,0,0,2,4,1,6
4180.0,72.9530074568073,229.1886322835872,21244.0949248,164.46526001062637,516.682852620119,2329277.063665107,0.8908167308555246,0.877597945749415,0.0025525723946712904,2,147.82089607201783,171.79372828414392,0.0025525723946712904,0,0,0,0,0,0,6,0,0,2,0,1,6
4218.0,73.2838618,230.2280418,21437.22306,165.211138,519.0260975,2361112.012,0.9223053488142272,0.9207427097040114,0.0025874591891935235,2,147.82089607201783,171.79372828414392,0.0025874591891935235,0,0,0,0,0,0,7,0,0,2,0,1,6
4675.5,77.1558908406173,242.39237984605933,23762.38416768,173.94024031108765,546.4493811249562,2755489.8749937625,0.936986988795794,0.9919537997676304,0.00301964394808319,3,171.79372828414392,195.76656049627002,0.00301964394808319,0,0,0,0,0,0,8,0,0,0,0,1,6
4703.5,77.38657634668843,243.117099737222,23904.68910975999,174.46029771597438,548.0831896475933,2780279.452597692,0.8823877008367662,0.8913783334074283,0.003046809969873567,3,171.79372828414392,195.76656049627002,0.003046809969873567,0,0,0,0,0,0,9,0,0,0,0,1,6
5539.0,83.97900831927028,263.82783559157565,28150.96693504,189.32227635496287,594.7734725576481,3553070.0944900443,0.8329606259052782,0.895526335422518,0.0038936839163549878,3,171.79372828414392,195.76656049627002,0.0038936839163549878,0,0,0,0,0,0,10,0,0,0,0,1,0
5830.5,86.16045012404686,270.6810371396954,29632.46302848,194.24011875965124,610.2233301277292,3837208.75852862,0.7544554676229149,0.8487072232451368,0.004205061434039559,3,171.79372828414392,195.76656049627002,0.004205061434039559,0,0,0,0,0,0,11,0,2,0,0,3,0
6983.5,94.29564338111282,296.238500511627,35492.37725055999,212.5800984383808,667.840075553412,5029982.033157459,0.7467234585326396,0.8109259448310853,0.005512179501449078,4,195.76656049627002,219.7393927083961,0.005512179501449078,0,0,0,0,0,0,12,0,2,0,0,3,0
8658.5,104.99687899213674,329.85742369155327,44005.26217855999,236.70496399987303,743.6305759702376,6944175.999854012,0.8980089884986838,0.9210252543169888,0.007609877003242905,5,219.7393927083961,243.71222492052217,0.007609877003242905,0,0,0,0,0,0,13,0,2,0,2,3,0
10925.5,117.9439640083545,370.5318908639055,55526.88016768,265.8928724604344,835.3270947635884,9842801.11103384,0.7894655451499827,0.9348792576157106,0.010786377796865289,6,243.71222492052217,267.68505713264824,0.010786377796865289,0,0,0,0,5,5,14,0,2,0,2,3,0
11884.5,123.0114441,386.451849,60400.82443,277.3169995,871.2170483,11166783.6,0.8009085769595041,0.9587694818051716,0.012237283404052045,7,267.68505713264824,291.6578893447744,0.012237283404052045,0,0,0,0,5,5,15,0,2,0,2,3,3
14061.0,133.8021720246765,420.3519206670815,71462.49252096,301.6436166124307,947.6413699518685,14370803.130774103,0.9335466085056856,0.997755627733569,0.015748455146486505,8,291.6578893447744,315.6307215569004,0.015748455146486505,0,0,0,0,5,5,16,0,2,0,2,3,3
14198.0,134.4524267395343,422.3947561022408,72158.77027327998,303.1095508416061,952.2467381568916,14581341.631211022,0.9263248164387248,0.9232227466239508,0.015979176846628588,8,291.6578893447744,315.6307215569004,0.015979176846628588,0,0,0,0,5,5,17,1,2,3,2,2,3
14492.0,135.83735672598306,426.7456419734044,73652.97216511998,306.2317370030562,962.055375264843,15036585.067708291,0.6221186371127161,0.8033578245116902,0.01647806203593696,8,291.6578893447744,315.6307215569004,0.01647806203593696,0,0,0,0,5,5,18,1,2,3,2,2,3
14518.0,135.9591545666017,427.1282811747151,73785.11246848002,306.5063180549469,962.9179970802778,15077068.766655976,0.8971904341027532,0.8864243866439137,0.016522426690524443,8,291.6578893447744,315.6307215569004,0.016522426690524443,0,0,0,0,5,5,19,1,2,3,2,2,3
16061.5,143.0039752865766,449.2602381944454,81629.67240063999,322.3881618860583,1012.8122809855575,17544293.360402286,0.924996884880173,0.9478299593831968,0.019226170906998807,9,315.6307215569004,339.6035537690266,0.019226170906998807,0,0,0,0,5,5,20,1,2,3,1,2,4
16343.0,144.25170321215194,453.18009107911166,83060.34530048,325.2010397214753,1021.6491973287492,18007540.434227232,0.8475399402888609,0.8712734720688672,0.019733826999527873,9,315.6307215569004,339.6035537690266,0.019733826999527873,0,0,0,0,5,5,21,1,2,3,1,2,4
17049.5,147.336681169226,462.87183516554205,86651.00392831999,332.1558140279031,1043.498265197198,19187756.497430768,0.8788834635882398,0.9565345610798772,0.021027184062830887,9,315.6307215569004,339.6035537690266,0.021027184062830887,0,0,0,0,5,5,22,1,1,3,1,2,4
17503.0,149.2833271048698,468.987403736101,88955.83575808001,336.5443326252185,1057.285202982666,19958388.25221439,0.8558860795079848,0.7289318260276659,0.021871692161246008,9,315.6307215569004,339.6035537690266,0.021871692161246008,0,0,0,0,5,5,23,1,1,3,1,5,4
22175.5,168.0319122198953,527.8878209986681,112702.97296768,378.811142908532,1190.0703036593973,28462094.666050825,0.8457056607384206,0.9292754080437894,0.031190603416136945,11,363.5763859811526,387.5492181932787,0.031190603416136945,0,0,2,2,2,6,24,1,1,3,1,5,1
23070.0,171.38738663343986,538.4293547655682,117249.1076352,386.3757244264268,1213.8351373834969,30201472.60060166,0.8233426167271196,0.8305726270453652,0.03309672620800812,11,363.5763859811526,387.5492181932787,0.03309672620800812,0,0,2,2,2,6,25,1,1,1,1,5,1
28149.5,189.3173435386269,594.7579756580852,143064.74882431998,426.7970192734804,1340.8223803235874,40706405.57421928,0.784852329536676,0.8027039149302193,0.044608710906872524,13,411.5220504054048,435.4948826175309,0.044608710906872524,0,2,2,2,2,2,26,1,1,1,1,5,1
28358.0,190.0171755647361,596.9565628100569,144124.41241088,428.3747205931411,1345.7788751989924,41159503.26477424,0.8488309114021333,0.8026254372580842,0.04510524464905434,13,411.5220504054048,435.4948826175309,0.04510524464905434,0,2,2,2,2,2,27,1,1,1,1,5,1
31435.5,200.062294569772,628.5142348807128,159765.25024128004,451.020436878094,1416.922491115079,48038261.97450674,0.8673654786884613,0.8108388304039257,0.052643433156538987,14,435.4948826175309,459.467714829657,0.052643433156538987,0,2,2,2,2,2,28,1,1,1,3,0,1
41420.0,229.6466458342696,721.4562154744784,210509.6678912,517.7153983687773,1626.4508921656638,72656064.38184772,0.8305334237247758,0.8635387300217031,0.07962121258118784,17,507.41337925390917,531.3862114660353,0.07962121258118784,1,2,3,3,3,3,29,1,1,1,3,0,5
42744.0,233.28812893107056,732.8962720195598,217238.65872384,525.9247578622054,1652.241355640895,76167459.3250972,0.8673838282818839,0.9491672804131772,0.08346922617250514,17,507.41337925390917,531.3862114660353,0.08346922617250514,1,2,3,3,3,3,30,1,1,1,3,0,5
43207.0,234.54820615253524,736.854921361469,219591.77258751995,528.7654759502755,1661.165734717296,77408365.43133645,0.8468172671730435,0.9557435284946671,0.08482909130859216,17,507.41337925390917,531.3862114660353,0.08482909130859216,1,2,3,3,3,3,31,1,1,1,3,0,5
59852.5,276.0553746103512,867.2535368598576,304189.5194944,622.3392365215757,1955.136373496863,126206048.88000657,0.9256883220766604,0.9421686121605988,0.13830474761329534,21,603.3047081024135,627.2775403145396,0.13830474761329534,1,1,1,4,4,4,32,1,1,1,3,0,5
75548.5,310.1472839562269,974.35642880771,383961.60416896,699.1960369509179,2196.589133104101,178976287.98416924,0.7801725572428068,0.8771993476295193,0.19613378723193972,24,675.2232047387918,699.1960369509179,0.19613378723193972,1,1,1,1,1,1,33,1,1,1,3,0,5
