Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Equivalent Perimeter [mym],Perimeter [mym],Feret_max [mym],Volume [mym^3] ,Irregularity [-],Diameter Ratio [-]
5240.5,81.68483234,256.6204692,26633.89461,184.150286,578.5251857,878.6462111,261.5916514,3269759.54,0.6584279070702042,0.7039608680655788
13186.5,129.57458568967226,407.0705664946155,67018.00424063999,292.11294597879714,917.6998851054612,1050.3010410661698,326.5930594238281,13051217.768235244,0.8737493815810142,0.8944248432411258
1631.5,45.57730046,143.1853123,8291.804036,102.7494662,322.796968,518.981255,162.5726284,567985.6254,0.6219819403152437,0.6320219287440756
2141.0,52.2111661,164.0262158,10881.24575,117.7048529,369.780701,491.381446,159.8262652,853850.2865,0.7525328927066618,0.7364550041248146
12185.0,124.5569101,391.3070737,61928.0614,280.8010981,882.162667,1067.015644,289.5646701,11592978.43,0.8267570131738802,0.9697353547609031
4192.0,73.05764964,229.5173754,21305.08276,164.7011654,517.4239711,1129.873388,397.4993333,2339314.639,0.4579486308955013,0.4143432493263665
1037.5,36.34537148,114.182352,5272.906336,81.93700545,257.4126944,320.085923,87.25069103,288030.7701,0.80419873510653,0.9390986417042527
1099.0,37.40708836,117.517834,5585.468977,84.33054,264.9322049,310.841744,88.20782032,314017.0766,0.8523057473407318,0.9560438029403698
5227.5,81.58345249,256.301975,26567.82445,183.9217353,577.8071724,1096.670761,314.9589024,3257600.251,0.5268738739694374,0.5839547123406269
3378.0,65.58203399,206.0320362,17168.0748,147.8481374,464.4786224,852.4608501,332.6344909,1692178.588,0.5448679810054925,0.44447626894530096
5573.5,84.24013653,264.6481941,28326.30695,189.9109638,596.6228887,722.518115,261.7284751,3586317.503,0.8257549207553225,0.7256029886727989
1874.5,48.85373606,153.4785383,9526.80764,110.1358626,346.0020167,476.987607,128.3622736,699495.4513,0.7253899504870872,0.8580080386189692
9900.0,112.27230955528664,352.7138629004477,50314.961664,253.10669466143824,795.1581325227693,896.9079900585174,294.7525489746094,8490035.75919468,0.8865548543846624,0.8587090952799238
6805.0,93.08273256583512,292.42802880489097,34585.18324479999,209.84571229641867,659.2497481377462,815.429160054016,279.3170330932617,4838368.275271479,0.8084696751512735,0.75128147385968
1005.0,35.77157729900708,112.37972444988004,5107.730956799999,80.64344386288155,253.3488507998096,323.594556023407,119.76537839355468,274603.3431209354,0.7829206211413636,0.6733452099811633
1179.0,38.7446696107059,121.71996941475736,5992.054525440001,87.34598317037538,274.405499048629,307.88012001800536,110.87420484008788,348921.262490036,0.8912738472122892,0.787793547618701
2481.0,56.2041574128457,176.57056802940036,12609.234332159998,126.70665247151936,398.0606885654802,622.7775060459137,185.2668678833008,1065115.9149712983,0.6391699839848318,0.6839142579521105
2058.0,51.18912954002017,160.81539330658362,10459.413242880002,115.40077363502148,362.5422226703621,422.33499802970886,152.8978620361328,804682.9199978271,0.8584233472520773,0.7547572745507061
11278.0,119.8315300141126,376.4618543607609,57318.39774208,270.1482012638154,848.6956044708993,1059.732922078323,293.72954479980467,10322974.699564569,0.8008580150614341,0.9197174953848737
2638.5,57.96069822546763,182.08890374206408,13409.69963136,130.66659807949424,410.5012245961093,484.0048730409622,138.2382679382324,1168133.2213984395,0.8481344867810201,0.9452273963522069
17755.0,150.35414233326867,472.35146899099095,90236.5802368,338.95837847612086,1064.86915169329,1168.7177100765227,349.432,20390963.277530733,0.9111431635818772,0.9700267247307656
17346.0,148.6122913590129,466.8792827666208,88157.91161856,335.0315496397586,1052.5326550690695,1118.026892073822,349.8915417724609,19690454.49504736,0.9414198017336889,0.9575297189025336
1727.5,46.89905450571465,147.33772509546043,8779.7066944,105.72922847768312,332.158167455206,367.6823890283584,129.12222541503905,618847.743372841,0.9033834019980419,0.8188305935545676
2787.5,59.5747868728816,187.1597127790225,14166.965216,134.30539952622428,421.93285648902827,552.4104610391616,196.83776439208984,1268466.615606001,0.7638031613219513,0.6823152048135206
1627.5,45.52139452012072,143.00967860557392,8271.4747584,102.62343180616016,322.40101944840586,409.0351770265579,134.25407620239258,565898.0838700249,0.7881987602926214,0.7643971394317431
1469.0,43.24799291546319,135.86757682572255,7465.92713984,97.4982752286202,306.2998651959089,359.664956023407,116.36939943847656,485276.6794112969,0.8516255477944725,0.8378343078084429
