# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1000.5,35.6914018288373,112.12784578179657,5084.860519680001,80.4626962829308,252.78101553048216,272761.05842405173,0.6724215560220859,0.7091630087341044,5.762795101193739e-05,0,1,0,0,0,0,0,2,1,2,3,5
1020.5,36.0463722918442,113.2430183806204,5186.506906879999,81.26294169473357,255.29506063727067,280980.53891541495,0.8369991022652251,0.7509660894134208,5.9364532552706506e-05,0,1,0,0,0,0,0,2,1,2,3,5
1083.5,37.142361889364935,116.6861712486024,5506.693026559999,83.73374064338431,263.05730446284923,307397.3371258053,0.8550439679313154,0.832696963024049,6.49457763048622e-05,0,1,0,0,0,0,0,2,1,2,3,5
1122.5,37.80491223326963,118.76763454164676,5704.903481599998,85.22739413868305,267.7497553106885,324142.70503297885,0.6828713489751571,0.6638615431002058,6.848367591196525e-05,0,1,0,0,0,0,0,2,1,2,3,5
1177.0,38.71179334716084,121.61668558672672,5981.88988672,87.2718669218394,274.17265598671673,348033.79875661654,0.7736629301902193,0.6498675781660052,7.353129813004208e-05,0,1,0,0,0,0,0,2,1,2,3,5
1191.5,38.94951755223608,122.36351820297158,6055.58351744,87.80779236976102,275.8563154367791,354484.9467847457,0.7634977786011776,0.7088420695978659,7.489427290614745e-05,0,1,0,0,0,0,0,2,1,2,3,5
1251.5,39.9181574,125.40659,6360.522679,89.99149404,282.7166166,381595.2925,0.8927767012849909,0.9690157776805938,8.062204681867746e-05,0,1,0,0,0,0,0,2,1,2,3,5
1251.5,39.9181574,125.40659,6360.522679,89.99149404,282.7166166,381595.2925,0.3582120212621531,0.5115991079921665,8.062204681867746e-05,0,1,0,0,0,0,0,2,1,2,3,5
1274.0,40.27539174226115,126.52887481793864,6474.874864640001,90.79684314375352,285.2466953895609,391932.1316401004,0.8516532067801115,0.7322798498592936,8.280597609005419e-05,0,1,0,0,0,0,0,2,1,2,3,5
1284.5,40.44102119,127.0492151,6528.239218,91.17023818,286.4197505,396787.4163,0.6970499163467607,0.6615704286724651,8.383178273615801e-05,0,1,0,0,0,0,0,2,1,2,3,5
1397.0,42.17482239435066,132.49611220054632,7100.00014592,95.07891960582414,298.69923534491164,450040.2287168449,0.8392084122274965,0.7148274982093332,9.508284065086517e-05,0,1,0,0,0,0,0,2,1,2,3,5
1462.0,43.14482836,135.5434758,7430.350904,97.26570106,305.5692119,481812.1932,0.8043661748859549,0.9101971386971752,0.00010179550419370038,0,1,0,0,0,0,0,2,1,2,3,5
1489.5,43.54871183,136.8123132,7570.114687,98.17621595,308.4296788,495470.1428,0.876300458908473,0.9203506055752364,0.00010468110544125334,0,1,0,0,0,0,0,2,1,2,3,5
1507.0,43.80378972,137.613664,7659.055276,98.75126355,310.2362441,504227.5907,0.9081066230543496,0.8151042295867698,0.0001065313467531425,0,1,0,0,0,0,0,2,1,2,3,5
1527.5,44.10071886696362,138.5464944104817,7763.2428224,99.42066061368278,312.3392169989899,514551.15327162616,0.8545664643397973,0.7230571533684029,0.00010871247100007013,0,1,0,0,0,0,0,2,1,2,3,5
1542.5,44.3167236802766,139.22509354512576,7839.4776127999985,99.90762186481555,313.86905088813154,522149.0433048728,0.8605735702128886,0.8230374134466824,0.00011031772520006417,0,1,0,0,0,0,0,2,1,2,3,5
1557.0,44.52453224,139.8779434,7913.171244,100.3761055,315.3408356,529528.8743,0.8596728010012052,0.8850450704909678,0.00011187690869026162,0,1,0,0,0,0,0,2,1,2,3,5
1572.5,44.7456051930918,140.57246455504648,7991.947193600001,100.87449234730614,316.9065640928968,537455.7440139187,0.9043600861283372,0.9735361075209492,0.00011355166850455129,0,1,0,0,0,0,0,2,1,2,3,5
1588.5,44.97266967,141.2858086,8073.264303,101.3863865,318.514727,545679.3966,0.8618988801754666,0.8256753520098219,0.00011528913151011387,0,1,0,0,0,0,0,2,1,2,3,5
1595.0,45.06458780298101,141.57457797889734,8106.2993792,101.59360674304038,319.1657285956261,549032.1275145315,0.7742543098227836,0.7246075279411431,0.00011599748413939004,0,1,0,0,0,0,0,2,1,2,3,0
