# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Histogram_Bin,Histogram_Bin_Lower,Histogram_Bin_Upper,KMeans_Input_Volume,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,KMeans_Input_Number,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1011.0,35.878199226372125,112.71468711360168,5138.224872959999,80.88381233593331,254.1039906289036,277066.14424288087,0.9375281027488062,0.9225352896239116,5.6547700853400115e-05,0,80.88381233593331,107.55190326025361,5.6547700853400115e-05,1,2,2,2,3,0,0,0,1,2,4,3,6
1923.5,49.48814266365313,155.4715854319363,9775.841288959997,111.5660688209396,350.4951421977572,727101.4546844625,0.9239575292102858,0.8925864775122413,0.00014839747260324285,1,107.55190326025361,134.21999418457392,0.00014839747260324285,1,2,2,2,3,0,1,0,1,2,4,3,6
2718.0,58.82741777938389,184.81178352537003,13813.744020479997,132.62053064184303,416.6396847795941,1221324.0414310957,0.915443451214875,0.8913245118088469,0.0002492656283525186,1,107.55190326025361,134.21999418457392,0.0002492656283525186,1,2,2,2,3,0,2,0,1,2,4,3,6
3202.0,63.850708862486336,200.59291788888777,16273.58659072,143.9450380595892,452.2166740887086,1561668.027444807,0.9116849375305476,0.8993057586265681,0.00031872799431913076,2,134.21999418457392,160.8880851088942,0.00031872799431913076,1,2,2,2,3,0,3,0,1,2,4,3,6
3408.0,65.872607117507,206.9448985931668,17320.544378879997,148.50320548570778,466.53657938843503,1714770.907347425,0.8535542302552659,0.8052109860625773,0.00034997546367770337,2,134.21999418457392,160.8880851088942,0.00034997546367770337,1,2,2,2,3,0,4,0,1,2,4,3,6
3672.5,68.38108092184478,214.8255014685968,18664.8178496,154.1583088302069,484.3026105108045,1918224.5028787963,0.8689030780374021,0.812689476399503,0.0003914992416517142,2,134.21999418457392,160.8880851088942,0.0003914992416517142,1,2,2,2,3,0,5,0,1,2,4,3,6
6767.5,92.82590489187388,291.62118087113583,34394.5962688,209.26671998824045,657.4307901558885,4798429.564327699,0.9423459217445358,0.95127286756491,0.000979333510094443,4,187.5561760332145,214.22426695753478,0.000979333510094443,1,2,2,2,3,0,6,0,1,2,4,3,6
9371.5,109.23444691801932,343.1701359565937,47628.955882240014,246.25813713198275,773.6427545005448,7819345.299401212,0.94595420066298,0.9753075617680296,0.001595886065647811,6,240.8923578818551,267.5604488061754,0.001595886065647811,1,2,2,2,3,0,7,0,1,2,4,3,6
9503.5,110.00105460126562,345.5785050224658,48299.82203776001,247.9863774930932,779.0721817226469,7985131.93380345,0.943086429708813,0.9798702135063933,0.0016297222206688,6,240.8923578818551,267.5604488061754,0.0016297222206688,1,2,2,2,3,0,8,0,1,2,4,3,6
9963.0,112.62897311170173,353.83435450908445,50635.14778368,253.91075698302032,797.6841688052799,8571205.802467527,0.9431521742975136,0.9479098739267088,0.0017493367260562177,6,240.8923578818551,267.5604488061754,0.0017493367260562177,1,2,2,2,3,0,9,0,1,2,4,3,6
