# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1343.5,41.35936808453064,129.9342869314776,6828.096060160001,93.24055940976586,292.9238564583231,424436.9975686245,0.6729018471274117,0.7898121091747303,1.915487325552507e-05,0,0,0,0,0,5,0,2,1,2,3,5
1621.5,45.43740663581127,142.7458228852368,8240.980842239998,102.43408951977293,321.80618311247787,562771.5795498305,0.8715612550985734,0.7220022190882763,2.5397923224979295e-05,0,0,0,0,0,5,0,2,1,2,3,5
2161.0,52.45446269072525,164.7905546371823,10982.892136959998,118.25334068997098,371.5038263740638,865842.457088756,0.8176604508948496,0.8318280549285021,3.907553446046133e-05,0,0,0,0,0,5,0,2,1,2,3,5
2413.5,55.434318262411374,174.15204700995008,12266.17777536,124.9711270907802,392.6083747792314,1021945.3744550789,0.9002962600716724,0.8009353610295765,4.612047072685305e-05,0,0,0,0,0,5,0,2,1,2,3,5
2697.0,58.59971887433193,184.0964463180283,13707.015313919996,132.10720623029388,415.027028579363,1207196.9992518837,0.8400971837021689,0.7181227446227092,5.448089032667635e-05,0,0,0,0,0,5,0,2,1,2,3,5
2706.0,58.69741227731722,184.4033591951511,13752.756188159998,132.3274462379839,415.71893296954863,1213244.7367418956,0.8069827507330117,0.6631842501247759,5.475382516922653e-05,0,0,0,0,0,5,0,2,1,2,3,5
2881.5,60.57094805395052,190.2892454272599,14644.703235840005,136.55114529282605,428.9880748912148,1333167.3328850053,0.8627890580008062,0.7745305790014909,6.0165940848947366e-05,0,0,0,0,0,5,0,2,1,2,3,5
3790.0,69.46637945471367,218.23506736640945,19261.9903744,156.6050058427065,491.98913587083337,2011016.0767500447,0.8737633557199923,0.7965720461655357,9.075730505501517e-05,0,0,0,0,0,5,0,2,1,2,3,5
4001.5,71.37834432275488,224.24168214976947,20336.900919040003,160.9153394412186,505.5304482384403,2181679.543046502,0.8804376320671616,0.817514016588489,9.845935997714449e-05,0,0,0,0,0,5,0,2,1,2,3,5
4108.0,72.32197487466757,227.20618495936125,20878.16793088,163.04266015745057,512.213623372384,2269354.6924431003,0.8723574375561428,0.8897851668621813,0.00010241614598772202,0,0,0,0,0,5,0,2,1,2,3,5
4116.5,72.39675811735148,227.44112344518865,20921.36764544,163.21125149975717,512.7432686948332,2276401.7309991936,0.878027054551927,0.8321466450270285,0.00010273417936167865,0,0,0,0,0,5,0,2,1,2,3,5
4171.5,72.8787950014456,228.955486979018,21200.89521024,164.29795545125896,516.1572498454982,2322175.824519214,0.8596029323227025,0.8588848360565796,0.0001047999676053644,0,0,0,0,0,5,0,2,1,2,3,5
4954.0,79.42058111483443,249.5071141741961,25177.81010944,179.04575806528274,562.4888381943077,3005320.0649789493,0.7652447633735836,0.6808552012890813,0.00013563031796645056,0,0,0,0,0,5,0,2,1,2,3,5
4955.5,79.4326039100765,249.5448848994042,25185.43358848,179.07286225487644,562.5739885172168,3006685.1198794786,0.8493522073826985,0.7388701352378698,0.00013569192299559801,0,0,0,0,0,5,0,2,1,2,3,5
5077.5,80.40443886000816,252.5979944386113,25805.4765504,181.2637669660024,569.4569186624053,3118398.5919188964,0.7800902181324875,0.9458206463041104,0.00014073356029420254,0,0,0,0,0,5,0,2,1,2,3,5
5557.0,84.11535026434413,264.2561664445958,28242.44868352,189.6296456359374,595.7391016326967,3570403.6904980293,0.8374104593520169,0.8464865383308716,0.00016113258399791378,0,0,0,0,0,5,0,2,1,2,3,5
6625.5,91.84687585129296,288.5454704295957,33672.90691967999,207.0595969191548,650.4969085364805,4648199.022590105,0.8564242979226847,0.7216172084649316,0.00020977356746515336,0,0,0,0,0,5,0,2,1,2,3,5
