# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1020.0,36.03754064347158,113.2152729389739,5183.965747200001,81.24303162664233,255.2325113136228,280774.06210080016,0.6937382165039677,0.8101667774908372,0.0009202345121280257,0,1,2,4,1,2,0,1,2,4,1,2
1089.0,37.23651251415192,116.98195415976406,5534.645783040001,83.94599381190409,263.72411745777214,309740.89376943803,0.6540682959458245,0.6271145910420032,0.001015173047436582,0,1,2,4,1,2,0,1,2,4,1,2
1215.5,39.33983562,123.5897386,6177.559182,88.68772542,278.6207067,365249.115,0.8062138935848049,0.6965896022832742,0.001197100752941168,0,1,2,4,1,2,0,1,2,4,1,2
1369.5,41.7576526700772,131.18553485946873,6960.236363519999,94.13845217942205,295.7446697871863,436817.2520431345,0.9217263619523344,0.9711082016297024,0.00143166469087414,0,1,2,4,1,2,0,1,2,4,1,2
1402.5,42.25776214,132.7566751,7127.952902,95.26589898,299.2866484,452700.5608,0.8687628303075701,0.8624033088717751,0.0014837220952351082,0,1,2,4,1,2,0,1,2,4,1,2
1414.0,42.43065774,133.2998426,7186.399575,95.65567481,300.5111653,458279.9339,0.9146407161388024,0.861510907715814,0.0015020084413606826,0,1,2,4,1,2,0,1,2,4,1,2
1442.5,42.85613192,134.6365092,7331.245677,96.6148638,303.5245464,472204.8684,0.9235484838068984,0.9324265856515273,0.0015476472913674962,0,1,2,4,1,2,0,1,2,4,1,2
1493.0,43.59984679204272,136.9729583795219,7587.902804479999,98.29149460798112,308.7918373707942,497217.53839495376,0.8284416220367685,0.8531873928576305,0.001629626096665979,0,1,2,4,1,2,0,1,2,4,1,2
1608.5,45.25489816,142.1724556,8174.910691,102.0226424,320.5135839,556017.3268,0.939694507345402,0.9628701739459248,0.001822341884553548,0,1,2,4,1,2,0,1,2,4,1,2
1608.5,45.254898162591296,142.17245560655104,8174.910690559998,102.0226424177458,320.51358391940863,556017.3267866735,0.7106277163004333,0.6292485681646961,0.0018223418845098702,0,1,2,4,1,2,0,1,2,4,1,2
1663.0,46.01518622036181,144.56097098345495,8451.897095679999,103.73663581518366,325.8982529851008,584514.2473079764,0.9167924577724922,0.9269647987403477,0.001915740290177619,0,1,2,4,1,2,0,1,2,4,1,2
1735.5,47.00752312011211,147.67848929759657,8820.36524928,105.97376012198076,332.9263862725017,623151.514076969,0.7978504440821177,0.9776276302449656,0.0020423735912350354,0,1,2,4,1,2,0,1,2,4,1,2
1834.0,48.32309308233785,151.81147422620833,9320.97370624,108.93958104482245,342.24378749556405,676948.6469917275,0.9027449321575906,0.813934994282513,0.0022186932198762534,0,1,2,4,1,2,0,1,2,4,1,2
1862.5,48.69711133,152.9864872,9465.819808,109.7827678,344.8927368,692789.2653,0.9274532301427354,0.8790864436626313,0.0022706107066684843,0,1,2,4,1,2,0,1,2,4,1,2
