cluster,Mean_Diameter,Std_Diameter,Total_VolumeFraction,Mean_Circularity,Std_Circularity,Mean_Compactness,Std_Compactness,Particle_Count
0,145.07485439677788,66.78657354259715,0.1221178397576257,0.7750792868847663,0.11573335924059198,0.8047805367087187,0.12256642553106013,63
1,596.121907482525,52.82034831192576,0.23592636068196182,0.7567751103482321,0.09997502351883418,0.7916703218844928,0.1429112395461693,3
2,361.2809193072968,38.97891637453556,0.6419557995604073,0.8962436007741919,0.056565672236396594,0.9442647559104854,0.07266354165987599,36
