# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1014.0,35.93139154501889,112.88179571108977,5153.471831039999,81.00372909909058,254.4807202510807,278300.29074757226,0.909726222861938,0.8763754035370461,0.00013610940614260667,0,0,0,0,0,1,0,2,2,2,4,5
1025.0,36.12575996921783,113.49242212464296,5209.377343999998,81.44191327460467,255.85731643779508,282841.1052431588,0.9025951870702512,0.8401339527725078,0.00013833019995758192,0,0,0,0,0,1,0,2,2,2,4,5
1058.0,36.70268979693181,115.30490063302602,5377.09388288,82.74254387820307,259.94336798709384,296609.61769427714,0.8271693551765913,0.6910651089058163,0.00014506401991930308,0,0,0,0,0,1,0,2,2,2,4,5
1060.5,36.746027502189136,115.44105004948588,5389.799681280001,82.84024440093519,260.25030323156096,297661.5485795453,0.9426218754122148,0.9805043884161976,0.0001455784918507276,0,0,0,0,0,1,0,2,2,2,4,5
1064.5,36.81526172,115.6585558,5410.128959,82.99632602,260.7406481,299347.2179,0.873105384126324,0.810908753246686,0.00014640290870470785,0,0,0,0,0,1,0,2,2,2,4,5
1095.5,37.34747543351988,117.33055445207133,5567.68085888,84.19614861732721,264.5100019567496,312518.1900320723,0.7671004222214794,0.8299438985226639,0.00015284448729739145,0,0,0,0,0,1,0,2,2,2,4,5
1102.0,37.45810964661924,117.67812208317996,5600.71593472,84.44556238733841,265.2935584243209,315303.73791943875,0.9084370546283728,0.8978605510029481,0.00015420682604203593,0,0,0,0,0,1,0,2,2,2,4,5
1102.0,37.45810964661924,117.67812208317996,5600.71593472,84.44556238733841,265.2935584243209,315303.73791943875,0.9084370546283728,0.8978605510029481,0.00015420682604203593,0,0,0,0,0,1,0,2,2,2,4,5
1122.5,37.80491223,118.7676345,5704.903482,85.22739414,267.7497553,324142.705,0.911312591429828,0.8452812456783939,0.00015852973406709604,0,0,0,0,0,1,0,2,2,2,4,5
1127.5,37.8890167,119.0318565,5730.315078,85.41699925,268.3454173,326310.8792,0.9290299181078708,0.9922808832825988,0.00015959013146008116,0,0,0,0,0,1,0,2,2,2,4,5
1131.5,37.95616609811688,119.24281257227794,5750.644355840001,85.56838085159468,268.8209966629434,328048.88425506034,0.9025007488684708,0.8240055894702611,0.0001604401443554384,0,0,0,0,0,1,0,2,2,2,4,5
1135.5,38.02319690724042,119.45339606978465,5770.97363328,85.7194951076828,269.2957360997225,329789.9640830077,0.9050682114567734,0.8339024780640374,0.00016129166104193634,0,0,0,0,0,1,0,2,2,2,4,5
