# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Histogram_Bin,Histogram_Bin_Lower,Histogram_Bin_Upper,KMeans_Input_Volume,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,KMeans_Input_Number,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
2101.0,51.72113961900469,162.48675226235713,10677.952975359996,116.60013715708416,366.31013430025786,830033.8543225803,0.9381671143465582,0.9073884143685034,0.0007223386767282242,0,116.60013715708416,140.65194986187427,0.0007223386767282242,0,0,0,2,0,3,0,0,1,2,4,1,5
2161.0,52.45446269072525,164.7905546371823,10982.892136959998,118.25334068997098,371.5038263740638,865842.457088756,0.9380088348157236,0.9713789387171342,0.0007535011872727081,0,116.60013715708416,140.65194986187427,0.0007535011872727081,0,0,0,2,0,3,1,0,1,2,4,1,5
2546.5,56.941237259723216,178.88617266145985,12942.126250239997,128.36832527832,403.2809876479951,1107572.7148559282,0.9377929704810788,0.9374637275342302,0.0009638674435541679,0,116.60013715708416,140.65194986187427,0.0009638674435541679,0,0,0,2,0,3,2,0,1,2,4,1,5
2633.0,57.900256659946535,181.8990209638516,13381.74687488,130.53033861418348,410.0731528609069,1164482.6338849186,0.9328396614148452,0.9314310142743664,0.001013393418175602,0,116.60013715708416,140.65194986187427,0.001013393418175602,0,0,0,2,0,3,3,0,1,2,4,1,5
3009.0,61.89650870693843,194.45361703657443,15292.698954239995,139.53948922892198,438.37623424725336,1422623.600670879,0.9222244414219744,0.901512676532036,0.0012380411278882328,0,116.60013715708416,140.65194986187427,0.0012380411278882328,0,0,0,2,0,3,4,0,1,2,4,1,5
3042.5,62.240110177093456,195.5330728909761,15462.956652799998,140.31410438323948,440.80975952541655,1446447.275902991,0.943521271926557,0.9430319723802038,0.0012587737304831132,0,116.60013715708416,140.65194986187427,0.0012587737304831132,0,0,0,2,0,3,5,0,1,2,4,1,5
3198.5,63.81580277513884,200.48325718131133,16255.79847296,143.866345776273,451.9694549895482,1559108.215986849,0.9401872286795976,0.9513098266120386,0.0013568171463695029,1,140.65194986187427,164.70376256666438,0.0013568171463695029,0,0,0,2,0,3,6,0,1,2,4,1,5
3324.5,65.0606245472025,204.39398011545512,16896.170712319996,146.6726719792133,460.7857887722821,1652137.6697286011,0.9393937424158104,0.964219661383382,0.0014377762207043805,1,140.65194986187427,164.70376256666438,0.0014377762207043805,0,0,0,2,0,3,7,0,1,2,4,1,5
3404.5,65.83877299928106,206.83860557590745,17302.756261119994,148.4269298495792,466.2969524103256,1712129.9931824163,0.9470234876135784,0.9682172499894272,0.001489984664145338,1,140.65194986187427,164.70376256666438,0.001489984664145338,0,0,0,2,0,3,8,0,1,2,4,1,5
3453.5,66.31087970870907,208.3217725459569,17551.789909759995,149.4912472153137,469.6406040276052,1749225.97631412,0.943082905326648,0.9751599957163098,0.0015222675201128895,1,140.65194986187427,164.70376256666438,0.0015222675201128895,0,0,0,2,0,3,9,0,1,2,4,1,5
3521.5,66.96053357601681,210.3627203628671,17897.387626239997,150.9558268937723,474.2417167860476,1801143.2989049517,0.9137935372079758,0.8557219142135801,0.001567448677368385,1,140.65194986187427,164.70376256666438,0.001567448677368385,0,0,0,2,0,3,10,0,1,2,4,1,5
3539.0,67.12670667340788,210.88476854485515,17986.32821504,151.3304475245307,475.41862220752137,1814586.065403398,0.9222965524962444,0.9042974527152534,0.0015791472726889085,1,140.65194986187427,164.70376256666438,0.0015791472726889085,0,0,0,2,0,3,11,0,1,2,4,1,5
3652.5,68.1946290930978,214.23974577315684,18563.171462399994,153.73797182747967,482.9820828710047,1902576.2208767496,0.9413790960322468,0.9604877337056026,0.0016557208872935852,1,140.65194986187427,164.70376256666438,0.0016557208872935852,0,0,0,2,0,3,12,0,1,2,4,1,0
3919.0,70.63869885421944,221.9180173795576,19917.60957184,159.2478826969523,500.29197838047446,2114558.101800048,0.9127279746571836,0.8389193028042473,0.0018401985571609956,1,140.65194986187427,164.70376256666438,0.0018401985571609956,0,0,0,2,0,3,13,0,1,2,4,1,0
