# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Histogram_Bin,Histogram_Bin_Lower,Histogram_Bin_Upper,KMeans_Input_Volume,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,KMeans_Input_Number,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1001.5,35.70923415661929,112.18386769175288,5089.942839040001,80.50289748268253,252.9073113242877,273170.09770930087,0.9376816626646808,0.9980735191968472,0.0005972304568766241,0,80.50289748268253,96.60347697921902,0.0005972304568766241,0,0,0,0,0,4,0,0,2,0,2,3,5
1002.0,35.71814698,112.2118682,5092.483999,80.52299056,252.9704356,273374.694,0.9008042218849032,0.9241186732425992,0.0005976777647525379,0,80.50289748268253,96.60347697921902,0.0005976777647525379,0,0,0,0,0,4,1,0,2,0,2,3,5
1005.0,35.77157729900708,112.37972444988004,5107.730956799999,80.64344386288155,253.3488507998096,274603.3431209354,0.930984129391235,0.903368815633092,0.000600363954353781,0,80.50289748268253,96.60347697921902,0.000600363954353781,0,0,0,0,0,4,2,0,2,0,2,3,5
1007.5,35.81604167577255,112.51941340927291,5120.436755199999,80.74368435386164,253.66376558986485,275628.6194105201,0.8955727744612537,0.9425274125203305,0.0006026055109223374,0,80.50289748268253,96.60347697921902,0.0006026055109223374,0,0,0,0,0,4,3,0,2,0,2,3,5
1013.5,35.92253163,112.8539615,5150.930671,80.9837553,254.4179707,278094.4727,0.7452126631224596,0.7313219136353665,0.0006079965939838296,0,80.50289748268253,96.60347697921902,0.0006079965939838296,0,0,0,0,0,4,4,0,2,0,2,3,5
1021.0,36.05520178,113.270757,5189.048067,81.28284689,255.3575946,281187.0663,0.8800416541315734,0.8945571624835735,0.0006147579163399363,0,80.50289748268253,96.60347697921902,0.0006147579163399363,0,0,0,0,0,4,5,0,2,0,2,3,5
1025.0,36.12575997,113.4924221,5209.377344,81.44191327,255.8573164,282841.1052,0.8715076009454856,0.9179506027978742,0.0006183741335475384,0,80.50289748268253,96.60347697921902,0.0006183741335475384,0,0,0,0,0,4,6,0,2,0,2,3,5
1025.5,36.134570055916114,113.5200998282918,5211.91850368,81.46177473405729,255.919713052901,283048.08738603006,0.891777326900638,0.9707147526338092,0.0006188266576948175,0,80.50289748268253,96.60347697921902,0.0006188266576948175,0,0,0,0,0,4,7,0,2,0,2,3,5
1033.5,36.27524045,113.9620289,5252.577059,81.77890206,256.9159979,286366.6566,0.9070549459282096,0.8892433816131666,0.0006260820294373904,0,80.50289748268253,96.60347697921902,0.0006260820294373904,0,0,0,0,0,4,8,0,2,0,2,3,5
1037.0,36.3366125,114.1548349,5270.365176,81.91725922,257.3506598,287822.5802,0.797985210552272,0.6855964621620999,0.0006292651081275434,0,80.50289748268253,96.60347697921902,0.0006292651081275434,0,0,0,0,0,4,9,0,2,0,2,3,5
1043.0,36.44158126589425,114.4846039901288,5300.85909248,82.153900805832,258.09409123534635,290324.1680461964,0.9215877587987062,0.8485089919021729,0.0006347343174766968,0,80.50289748268253,96.60347697921902,0.0006347343174766968,0,0,0,0,0,4,10,0,2,0,2,3,5
1044.5,36.46777624802309,114.56689795354568,5308.482571519999,82.21295477354326,258.27961474647344,290950.6917123442,0.8758188411583115,0.9431205758164016,0.000636104083122773,0,80.50289748268253,96.60347697921902,0.000636104083122773,0,0,0,0,0,4,11,0,2,0,2,3,5
1050.5,36.572368555294425,114.89548437769132,5338.97648768,82.44874767105576,259.0203799810673,293461.2835029519,0.9060359065943002,0.9646771680758583,0.0006415929777518292,0,80.50289748268253,96.60347697921902,0.0006415929777518292,0,0,0,0,0,4,12,0,2,0,2,3,5
1051.0,36.58107108,114.9228242,5341.517647,82.46836665,259.0820148,293670.8239,0.781814790334051,0.7230592010071463,0.0006420510949034229,0,80.50289748268253,96.60347697921902,0.0006420510949034229,0,0,0,0,0,4,13,0,2,0,2,3,5
1051.5,36.58977154,114.9501575,5344.058807,82.48798096,259.143635,293880.4141,0.8579474083557953,0.7943419177710814,0.0006425093209389682,0,80.50289748268253,96.60347697921902,0.0006425093209389682,0,0,0,0,0,4,14,0,2,0,2,3,5
1052.5,36.60716625,115.0048046,5349.141126,82.52719559,259.2668314,294299.744,0.8880853129848786,0.8319810514385338,0.0006434260998611823,0,80.50289748268253,96.60347697921902,0.0006434260998611823,0,0,0,0,0,4,15,0,2,0,2,3,5
1064.0,36.80661456312185,115.6313899150147,5407.58779904,82.9768318711019,260.67940542440914,299136.33575277607,0.924652980347529,0.8822443936430832,0.0006540003169019876,0,80.50289748268253,96.60347697921902,0.0006540003169019876,0,0,0,0,0,4,16,0,2,0,2,3,5
1067.0,36.85846706,115.7942893,5422.834757,83.09372815,261.0466459,300402.3714,0.9198619303432124,0.9260453797777712,0.0006567682444839379,0,80.50289748268253,96.60347697921902,0.0006567682444839379,0,0,0,0,0,4,17,0,2,0,2,3,5
