Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3] ,Irregularity [-],Diameter Ratio [-]
17774.0,150.43456939188806,472.6041380474995,90333.14430464,339.13969323707244,1065.4387688142829,20423703.23241054,0.7899135590484053,0.9314318319138353
1609.5,45.26896339934508,142.21664285100772,8179.993009919998,102.05435108748354,320.6131996433118,556535.9190183579,0.6803433367194726,0.8207690228389356
3559.5,67.32084491,211.4946718,18090.51576,151.7681128,476.7935881,1830375.624,0.9453422097866109,0.9900124249826378
139909.5,422.0643412,1325.954234,711064.7605,951.5018507,2989.231224,451052957.1,0.649125620259653,0.8855261658512511
18987.5,155.4851628,488.4710452,96500.53885,350.5257511,1101.209124,22550615.9,0.6705100225166184,0.5556741364162668
113133.5,379.5339853482103,1192.3411801575935,574980.5773145598,855.6214165690053,2688.013956547279,327977130.7076988,0.8402997810882039,0.9855052441826992
2327.5,54.43771707530627,171.02113204198182,11829.0983104,122.72438937457044,385.5500400754438,967812.5779970688,0.9021018555680473,0.8640907472270836
3780.0,69.3746746233733,217.94696814197175,19211.1671808,156.39826647093275,491.3396449792612,2003062.162640264,0.9477376325642637,0.9910162306255724
12088.0,124.06014515854254,389.7464406333606,61435.07642368,279.6811912454183,878.6443757638481,11454823.57228542,0.9448967180806149,0.9978666201317762
227369.0,538.047583441176,1690.32633542054,1155561.8705638405,1212.9744721097873,3810.671690572065,934444699.9582484,0.5505161873717576,0.7469515752684656
170460.5,465.8723531347704,1463.5811621187845,866334.6992652798,1050.2626329070265,3299.4973718805877,606585974.8193798,0.7536820888302722,0.9304262427637885
120254.0,391.2954743062872,1229.2909874635654,611169.2323174401,882.1365172760939,2771.3136021378623,359423132.04187363,0.6752605071121023,0.9309792979743651
1168.5,38.57175661054391,121.17674720373827,5938.69017216,86.95616810281018,273.1808588961076,344270.4939472344,0.8045721338441566,0.6920309767221579
96924.0,351.2939931651421,1103.6226281778336,492598.72164864006,791.9571781914964,2488.006852964108,260078062.38506356,0.7643158994336007,0.9286186668553863
13893.0,133.00043983012094,417.8332046945193,70608.66286848002,299.83619155302466,941.9631766633242,14114021.710091012,0.5971140841347489,0.6341121628205533
175986.0,473.36279376368645,1487.1130753707378,894417.0548889601,1067.1490822608548,3352.547717115792,636317559.5221403,0.7067638273121754,0.8208567449434787
1468.5,43.24063218135908,135.8444523975361,7463.385980160002,97.48168118965592,306.24773348500537,485028.9418088699,0.8655086400300338,0.951906112194762
