Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3] ,Irregularity [-],Diameter Ratio [-]
1030.0,36.21376438700094,113.76889615703384,5234.7889408,81.64031043405492,256.4805994964171,284913.19612244645,1.4156226191516612,1.701761489848091
3250.5,64.33245790549003,202.10637714326208,16520.079079680003,145.03109310213674,455.6286166317701,1597283.4180398213,1.1936169046036573,1.1978287111293884
1111.5,37.61922053914905,118.1842668795649,5648.997968640001,84.80877078345762,266.4346112532911,319389.7159190717,1.240521903182633,1.1735189891423103
3579.5,67.50971004514473,212.08800912380374,18192.162149120002,152.19389032577428,478.1312077687032,1845823.9539412474,1.2386057705889129,1.143822365098294
1146.5,38.206925262821976,120.0305957219358,5826.8791462399995,86.13369231250586,270.59697499553204,334593.7436829287,1.385205370583493,1.626110369803027
1313.5,40.894989204175566,128.47539765247186,6675.626479359999,92.1936636618934,289.63493646773253,410300.3082470302,1.2307795370627568,1.2140303604437057
1357.5,41.574303144827134,130.60952533790396,6899.248531199999,93.72510900969829,294.4461139217707,431088.5471144805,1.4361948996325073,1.7307505987623053
3453.5,66.31087970870907,208.3217725459569,17551.789909759995,149.4912472153137,469.64060402760515,1749225.97631412,1.3176367412449934,1.4681953115468092
2116.5,51.911573819640374,163.08501894806645,10756.72892544,117.02945201899726,367.658866716521,839236.061107427,1.271604988647899,1.1936458572700033
1210.0,39.25073055536097,123.30980676075444,6149.6064256,88.48684696400576,277.9896283614448,362772.85511395585,1.4705893901126843,1.4132226205561214
2457.5,55.93734156345529,175.73234131709413,12489.799827200002,126.10514282065361,396.17099026525705,1050018.6606736206,1.1204223477783177,1.061848260596597
2191.0,52.8173062784798,165.93046138687419,11135.36171776,119.07133527420486,374.07363215056915,883934.9256632979,1.5272744479756675,1.7924555937643452
1045.0,36.47650372840365,114.5943161417936,5311.0237312,82.23263000531318,258.3414263100595,291159.63295813836,1.2381264150710138,1.2204668595463826
3499.5,66.75104333866777,209.70458737221256,17785.576600320004,150.4835521026926,472.758021771916,1784291.1620071235,1.4319734956928478,1.475957538634747
1539.5,44.273607026306124,139.08963858176477,7824.2306547200005,99.81041968010453,313.5636812187305,520626.4968810282,1.361989294699756,1.2945325485144958
2881.5,60.57094805395052,190.2892454272599,14644.703235840003,136.55114529282605,428.98807489121475,1333167.3328850053,1.4312437127732769,1.7047458429648839
2545.0,56.92446434838882,178.83347900643238,12934.5027712,128.33051242700773,403.16219507210116,1106594.2457444316,1.2392666379578545,1.2631474449922322
