cluster,Mean_Diameter,Std_Diameter,Total_VolumeFraction,Mean_Circularity,Std_Circularity,Mean_Compactness,Std_Compactness,Particle_Count
0,430.3989346052955,34.64949223796906,0.3215273062910694,0.933740259735067,0.010728583528491657,0.9314710633533819,0.029271612657009692,18
1,312.8237703956605,54.48567983709005,0.5656339475863469,0.9304821899278628,0.05275173841613927,0.9448780356767157,0.07363904461268193,78
2,554.3321713944712,24.411155312692202,0.11283874612257891,0.9103831071409273,0.023961522220705113,0.9041107638991157,0.06304711408544209,3
