cluster,Mean_Diameter,Std_Diameter,Total_VolumeFraction,Mean_Circularity,Std_Circularity,Mean_Compactness,Std_Compactness,Particle_Count
0,283.60998633686484,63.882620549716606,0.4929526460519479,0.9079365220369215,0.03827336700661912,0.9261237204018626,0.06067193703167712,60
1,600.4603387394382,44.46114636797382,0.27683092180062,0.8616724884655574,0.07440913200392019,0.8869639443693831,0.036884318930802976,4
2,468.89902796102336,29.63198932027243,0.2302164321474289,0.873764374503354,0.03942770985643002,0.8828845468934906,0.08780509372361844,7
