# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1055.0,36.6506169074355,115.14130882593322,5361.846924800001,82.6251507561226,259.5745666171839,295348.9403285683,0.9072553616477842,0.8466464926385026,3.265891261770246e-05,0,0,0,0,5,0,0,2,2,4,3,2
1253.0,39.94207242436425,125.48172129753418,6368.146158079999,90.04540807348675,282.88599249316104,382281.5463172802,0.8887061850263889,0.8966130552551822,4.2271692604168796e-05,0,0,0,0,5,0,0,2,2,4,3,2
1431.5,42.69241628542926,134.12218136630182,7275.340163839999,96.24578327387172,302.3650456721908,466813.8751017594,0.9126856312400544,0.9642741677878404,5.161905622115673e-05,0,0,0,0,5,0,0,2,2,4,3,2
1566.0,44.653030435293694,140.2816323760401,7958.912117759999,100.6657918133261,316.2509120285448,534126.7935379909,0.800712721157256,0.629498738715759,5.9062342521103465e-05,0,0,0,0,5,0,0,2,2,4,3,2
1801.5,47.89301660827386,150.4603491348071,9155.798327040002,107.9700166416926,339.1978110895092,659034.4651589935,0.8949320278221397,0.8552324394334617,7.287430584899902e-05,0,0,0,0,5,0,0,2,2,4,3,2
1938.0,49.67432171350451,156.05648416720172,9849.534919680002,111.98579087092456,351.8137379065396,735338.6384607692,0.8003103979380602,0.6719441837794011,8.131182157347197e-05,0,0,0,0,5,0,0,2,2,4,3,2
2172.5,52.59384860358805,165.228448397046,11041.338809599998,118.5675722919289,372.4910140663005,872763.158337952,0.9041114230375624,0.857561115881164,9.650786521326186e-05,0,0,0,0,5,0,0,2,2,4,3,2
2747.5,59.14579992831156,185.8120105454753,13963.672441600003,133.3382913583856,418.8945965737196,1241261.4829674135,0.6459341945546286,0.8167041451301792,0.00013725544524674692,0,0,0,0,5,0,0,2,2,4,3,2
3102.0,62.84575616355073,197.43576587270644,15765.354654719997,141.67947269510876,445.0991905834293,1489084.756221405,0.7400309315127409,0.8658384866302056,0.00016465909401836988,0,0,0,0,5,0,0,2,2,4,3,2
3381.5,65.61600049166326,206.1387451025536,17185.86291584,147.92471150840564,464.7191869591967,1694809.2092324255,0.6910649702662116,0.8716428231418051,0.00018740756545942915,0,0,0,0,5,0,0,2,2,4,3,2
3441.5,66.19557306350677,207.95952603647928,17490.802077440003,149.23129991436966,468.82395549663886,1740116.7537075523,0.8207425717650754,0.7396777014557991,0.00019241755511535853,0,0,0,0,5,0,0,2,2,4,3,2
3827.0,69.80463980067132,219.2977435842707,19450.036190719995,157.36757996663343,494.3848331363799,2040536.7503980289,0.863694418795067,0.7636674891098526,0.00022563721186987342,0,0,0,0,5,0,0,2,2,4,3,2
3978.0,71.16844039991658,223.5822495278209,20217.46641408,160.44213203757192,504.0438233355196,2162488.9439153327,0.7810739586596972,0.7141076037590222,0.00023912236616630654,0,0,0,0,5,0,0,2,2,4,3,2
4309.5,74.07446130776911,232.7117834631088,21902.25528192,166.9934655722347,524.6254446392326,2438355.675583736,0.5608609876285637,0.4519107704006806,0.0002696269871534911,0,0,0,0,5,0,0,2,2,4,3,2
4560.0,76.19693119799736,239.37971927771545,23175.3762816,171.77836169276523,539.6576391396816,2654018.7795110783,0.8928492838050531,0.8364761366089825,0.00029347444859415185,0,0,0,0,5,0,0,2,2,4,3,2
4883.0,78.84940518,247.712712,24816.96543,177.758099,558.443538,2940944.4,0.9057792336411684,0.9276400613186035,0.00032520193255567586,0,0,0,0,5,0,0,2,2,4,3,2
4958.5,79.45664404295782,249.62040920425548,25200.68054656,179.1270583304441,562.7442505100736,3009415.849487027,0.8261492888194805,0.9340364743182972,0.00033277332618626254,0,0,0,0,5,0,0,2,2,4,3,2
5212.0,81.46241162130954,255.92171389321385,26489.04850432,183.64886075908024,576.9499118008613,3243122.3869402576,0.8802574826201002,0.8059977900727312,0.0003586159832697103,0,0,0,0,5,0,0,2,2,4,3,2
5545.5,84.02826842990902,263.9825907932733,28184.002010879994,189.43332834838688,595.1223526843553,3559326.2047324176,0.8938840317534524,0.8661170545324702,0.0003935809736406582,0,0,0,0,5,0,0,2,2,4,3,2
6688.0,92.27906628910355,289.90323673397324,33990.551879679995,208.03392704215503,653.5578568930694,4714125.32657329,0.8789001227939199,0.8953887822534744,0.000521275637346728,0,0,0,0,5,0,0,2,2,4,3,2
7813.5,99.74195297259922,313.34858671341635,39710.70231936,224.85825878142768,706.4130538867258,5952852.919012594,0.7132172210099974,0.6501890511992081,0.000658250891612433,0,0,0,0,5,0,0,2,2,4,3,2
8163.0,101.9482928,320.2800077,41486.97294,229.8322313,722.0392493,6356695.706,0.8834480683388992,0.8553592963967708,0.000702906769764014,0,0,0,0,5,0,0,2,2,4,3,2
8302.5,102.8157153365364,323.0050959748422,42195.95648639999,231.78774865468768,728.1826883656843,6520337.17087588,0.8568281190898778,0.8658863671862997,0.000721001814547546,0,0,0,0,5,0,0,2,2,4,3,6
8653.0,104.96352595351092,329.7526420304315,43977.30942207999,236.62977290959503,743.3943561934047,6937560.49448119,0.8587534360382292,0.9760646266020108,0.0007671372774089824,0,0,0,0,5,0,0,2,2,4,3,6
9187.5,108.1567766,339.7845347,46693.80912,243.8286371,766.010255,7590191.892,0.8582814876956937,0.8535340605088458,0.000839303548801134,0,0,0,0,5,0,0,2,2,4,3,6
9312.5,108.89005124595268,342.08818504330105,47329.09904,245.4817315288757,771.203604361618,7745619.456027233,0.8426891167500543,0.8873452779070479,0.0008564903219322674,0,0,0,0,5,0,0,2,2,4,0,6
9614.5,110.64159074622988,347.59080866984425,48863.95948671999,249.43040217830065,783.6087190652968,8125438.04453117,0.9455548641073074,0.9967710878038728,0.000898489667109296,0,0,0,0,5,0,0,2,2,4,0,6
10178.0,113.83774455915088,357.63182200825986,51727.84644607998,256.6358113341497,806.2451795354209,8850145.227505365,0.9473574855419908,0.993770865198622,0.000978625890167504,0,0,0,0,5,0,0,2,2,4,0,6
11250.5,119.68534370608184,376.00259652939616,57178.63395967999,269.8186388509909,847.6602536158706,10285240.7909066,0.8632897229204225,0.833626171374977,0.0011373150005839262,0,0,0,0,5,0,0,2,2,4,0,6
12409.5,125.69910950516318,394.8953989841996,63069.042097920006,283.3760724684399,890.2521874699795,11914838.296036843,0.9118702277319364,0.9388122883585795,0.0013175116265236287,0,0,0,0,5,0,0,2,2,0,0,6
12690.5,127.11430463351314,399.3413656028199,64497.17383807998,286.566488365792,900.275174614997,12321819.077531071,0.9116726590709832,0.91302746990796,0.0013625144958927138,0,0,0,0,5,0,0,2,2,0,0,6
13715.0,132.1456785371461,415.1478928959366,69704.01002239999,297.90921769414217,935.9094097445994,13843644.730611883,0.8394314239645254,0.985541848190194,0.0015307939925723122,0,0,0,0,5,0,0,2,2,0,0,6
13717.5,132.1577218890542,415.1857282018156,69716.71582079997,297.9363682266837,935.9947056581732,13847430.07756062,0.8248528054373384,0.9160698289302344,0.0015312125663281175,0,0,0,0,5,0,0,2,2,0,0,6
14566.5,136.18606326781295,427.841135883476,74031.60495744002,307.01786103095753,964.5250567357082,15152683.335148044,0.8745675104440337,0.9353064564754036,0.0016755440544861467,0,0,0,0,5,0,0,2,2,0,0,6
15449.5,140.25303685263253,440.61791021988887,78519.29295232001,316.1864462805748,993.3290167997176,16551157.468704963,0.9122484585715844,0.9785348036770364,0.0018301836630628455,0,0,0,0,5,0,0,2,2,0,0,6
15658.0,141.19626337641932,443.5811437376885,79578.95653887997,318.3128561557997,1000.0093304422448,16887336.630526092,0.8228139677797612,0.8517993873775824,0.001867357474682398,0,0,0,0,5,0,0,2,2,0,0,6
15661.5,141.21204314742334,443.6307173503501,79596.74465664002,318.3484300715512,1000.1210891946292,16892999.133498322,0.8271818962769043,0.8535866064128564,0.001867983619437012,0,0,0,0,5,0,0,2,2,0,0,6
15838.0,142.0055207008358,446.12350060293903,80493.77402367999,320.1372458679642,1005.7408197592656,17179370.08363946,0.8289848218649366,0.7961523320189968,0.0018996497694035684,0,0,0,0,5,0,0,2,0,0,0,6
16246.5,143.82519342430874,451.84017106293936,82569.90148224,324.2395160557616,1018.6284816442904,17848283.264915604,0.8890421983924721,0.9400339439497304,0.0019736164378189817,0,0,0,0,5,0,0,2,0,0,0,6
16357.5,144.3156812442966,453.3810839948885,83134.03893119998,325.34527179714223,1022.1023157580764,18031510.99444364,0.9458341337882614,0.9817393281924938,0.0019938772804722143,0,0,0,0,5,0,0,2,0,0,0,6
16363.5,144.34214661793635,453.4642274182896,83164.53284736001,325.4049353354757,1022.2897542917922,18041432.95560016,0.9443754715586838,0.9886448398488792,0.00199497442496187,0,0,0,0,5,0,0,2,0,0,0,6
16895.0,146.667590517812,460.7698248904741,85865.78558720001,330.64741606335537,1038.7594932330849,18927533.42177185,0.9447231370586872,0.969249074759614,0.002092957094759204,0,0,0,0,5,0,0,2,0,0,0,6
17719.0,150.2016361201247,471.8723565921511,90053.61673984,338.61456846920913,1063.7890407013454,20328977.71430165,0.8024845181390148,0.9159306173774674,0.0022479251357394457,0,0,0,0,5,0,0,2,0,0,0,6
18286.0,152.5859047062578,479.3627572665317,92935.29181696,343.9896635697876,1080.6753999816692,21312519.8439174,0.9364892420582324,0.977632537249439,0.0023566826495846466,0,0,0,0,5,5,0,2,0,0,0,0
18649.0,154.09297281111182,484.0973513532006,94780.17374464,347.3871979053705,1091.3490688906554,21950279.316089768,0.8978302161074717,0.9772213852394712,0.0024272044224056977,0,0,0,0,5,5,0,2,0,0,0,0
19130.0,156.0675254,490.3005913,97224.76936,351.8386293,1105.333653,22804953.06,0.8584791299456869,0.9424827392462344,0.002521712007528423,0,0,0,0,5,5,0,2,0,0,0,0
19335.0,156.90151878632142,492.9206587561883,98266.6448256,353.718783951883,1111.2403330999507,23172505.407161888,0.9055092019439076,0.9755932228084286,0.00256235498385005,0,0,0,0,5,5,0,2,0,0,0,0
19736.0,158.52020582529275,498.0059140662816,100304.65488896,357.36795201253994,1122.7045326710252,23897112.72999483,0.944035142523149,0.9832519200712933,0.002642480164635265,0,0,0,0,5,5,0,2,0,0,0,0
