cluster,Mean_Diameter,Std_Diameter,Total_VolumeFraction,Mean_Circularity,Std_Circularity,Mean_Compactness,Std_Compactness,Particle_Count
0,127.99095466753695,16.031339864865746,0.4874451694517939,0.9152278552513495,0.0283415112575181,0.9017116533541314,0.0556944158501442,356
1,267.670462092299,28.623985576898523,0.0739423889214795,0.8869297969407445,0.020709269479898217,0.8912946152766267,0.07258609200284721,6
2,169.5189173129646,14.557338042088018,0.438612441626702,0.8961956763759157,0.05353866718897118,0.8723887962079442,0.07524996168401869,141
