# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Histogram_Bin,Histogram_Bin_Lower,Histogram_Bin_Upper,KMeans_Input_Volume,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,KMeans_Input_Number,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1025.5,36.134570055916114,113.5200998282918,5211.91850368,81.46177473405729,255.919713052901,283048.08738603006,0.7663809875975457,0.6734781486976293,0.001783572605907089,0,81.46177473405729,86.67234588111035,0.001783572605907089,0,0,0,0,3,6,0,0,2,2,2,3,6
1046.0,36.49395243,114.6491328,5316.106051,82.27196635,258.4650051,291577.6654,0.929108179078388,0.9603671691126826,0.001837320086860444,0,81.46177473405729,86.67234588111035,0.001837320086860444,0,0,0,0,3,6,1,0,2,2,2,3,6
1052.5,36.60716624970798,115.0048045588228,5349.141126400002,82.52719559334167,259.26683139741016,294299.743996534,0.6606964852912963,0.5273048935347413,0.001854472737001063,0,81.46177473405729,86.67234588111035,0.001854472737001063,0,0,0,0,3,6,2,0,2,2,2,3,6
1057.0,36.68534037984474,115.25039583176122,5372.011563519999,82.70343135232197,259.82049236312247,296189.1930449707,0.8122960833233365,0.9264447306984074,0.0018663787335904444,0,81.46177473405729,86.67234588111035,0.0018663787335904444,0,0,0,0,3,6,3,0,2,2,2,3,6
1060.0,36.73736405104852,115.4138330150278,5387.258521600001,82.8207135166838,260.1889451490787,297451.06310516474,0.9229132742338528,0.9230027437404328,0.001874330162947771,0,81.46177473405729,86.67234588111035,0.001874330162947771,0,0,0,0,3,6,4,0,2,2,2,3,6
1060.5,36.746027502189136,115.44105004948588,5389.799681280001,82.84024440093519,260.25030323156096,297661.5485795453,0.6949051989686645,0.8151068892771254,0.0018756564963263622,0,81.46177473405729,86.67234588111035,0.0018756564963263622,0,0,0,0,3,6,5,0,2,2,2,3,6
1068.0,36.87573502694087,115.84853825636124,5427.917076479998,83.13265704473548,261.16894464514075,300824.7791908499,0.9388280730700124,0.9704140796563386,0.0018955889802961096,0,81.46177473405729,86.67234588111035,0.0018955889802961096,0,0,0,0,3,6,6,0,2,2,2,3,6
1092.5,37.29630280099041,117.16979088565188,5552.433900799999,84.08078503455278,264.1475765726136,311235.3341544853,0.9450490983545046,1.0080081838105517,0.001961189072552188,0,81.46177473405729,86.67234588111035,0.001961189072552188,0,0,0,0,3,6,7,0,2,2,2,3,6
1095.5,37.34747543351988,117.33055445207133,5567.68085888,84.19614861732721,264.5100019567496,312518.1900320723,0.9400644432582688,0.982828300882102,0.0019692727399661654,0,81.46177473405729,86.67234588111035,0.0019692727399661654,0,0,0,0,3,6,8,0,2,2,2,3,6
1115.0,37.67840352748118,118.37019572092662,5666.7860864,84.94219291235358,266.85376923325697,320899.4912960199,0.8453541541364099,0.796535095925976,0.002022085883747787,0,81.46177473405729,86.67234588111035,0.002022085883747787,0,0,0,0,3,6,9,0,2,2,2,3,6
1121.5,37.78806888,118.7147196,5699.821162,85.18942248,267.6304638,323709.6487,0.9099142052541862,0.9094244223093026,0.0020397935454045508,0,81.46177473405729,86.67234588111035,0.0020397935454045508,0,0,0,0,3,6,10,0,2,2,2,3,6
1124.0,37.83016320718592,118.84696281579816,5712.526960640002,85.28431993427994,267.9285929719354,324792.6512962811,0.9328868976940032,0.970004184799639,0.0020466178761417474,0,81.46177473405729,86.67234588111035,0.0020466178761417474,0,0,0,0,3,6,11,0,2,2,2,3,6
1127.5,37.88901670258673,119.03185652458744,5730.3150784,85.41699925431152,268.3454173490299,326310.8791857753,0.906588444723425,0.891814937176931,0.0020561846946220747,0,81.46177473405729,86.67234588111035,0.0020561846946220747,0,0,0,0,3,6,12,0,2,2,2,3,6
