# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1007.5,35.81604167577255,112.51941340927291,5120.436755199999,80.74368435386164,253.66376558986485,275628.6194105201,0.9136456285942792,0.9205414588122602,2.3776177458645066e-05,0,0,0,0,0,0,0,1,1,4,1,5
1013.0,35.91366952591617,112.82612034606989,5148.38951168,80.96377657922541,254.3552057081799,277888.7054443246,0.8065792513449814,0.7505102543542835,2.397113619234429e-05,0,0,0,0,0,0,0,1,1,4,1,5
1019.0,36.01987085047822,113.15976164711552,5178.883427839999,81.2031968453181,255.1073666572572,280361.2602865649,0.7609390529285718,0.6371716360585377,2.4184422834461012e-05,0,0,0,0,0,0,0,1,1,4,1,5
1025.5,36.134570055916114,113.5200998282918,5211.91850368,81.46177473405729,255.919713052901,283048.08738603006,0.6280423286229718,0.7541066828131011,2.441619295345012e-05,0,0,0,0,0,0,0,1,1,4,1,5
1030.0,36.21376438700094,113.76889615703384,5234.7889408,81.64031043405492,256.4805994964171,284913.19612244645,0.8488671369430416,0.8069104753517645,2.4577080296685905e-05,0,0,0,0,0,0,0,1,1,4,1,5
1037.5,36.34537147509613,114.18235201815402,5272.906336000001,81.93700545345672,257.4126943897264,288030.77013893233,0.8061470421222439,0.7293513619831772,2.4846007352283237e-05,0,0,0,0,0,0,0,1,1,4,1,5
1044.5,36.46777624802309,114.56689795354568,5308.482571519999,82.21295477354326,258.27961474647344,290950.6917123442,0.8790800382086313,0.828672426063497,2.5097884583476584e-05,0,0,0,0,0,0,0,1,1,4,1,5
1044.5,36.46777624802309,114.56689795354568,5308.482571519999,82.21295477354326,258.27961474647344,290950.6917123442,0.8529025093109792,0.7367603396102894,2.5097884583476584e-05,0,0,0,0,0,0,0,1,1,4,1,5
1050.0,36.56366395715726,114.86813807613116,5336.4353280000005,82.42912402501533,258.9587304788301,293251.7930021236,0.8914678386486018,0.7955205194330577,2.5296381360527975e-05,0,0,0,0,0,0,0,1,1,4,1,5
1069.5,36.90162182200474,115.9298640215589,5435.54055552,83.19101623552748,261.3522854502024,301458.76173542155,0.8244770818497512,0.6948686417929767,2.6004327964250633e-05,0,0,0,0,0,0,0,1,1,4,1,5
1107.0,37.542991037233904,117.94478483636148,5626.12753152,84.6369189943401,265.8947229350933,317452.0667580566,0.7486698975240886,0.6241277704107246,2.7383936726147934e-05,0,0,0,0,0,0,0,1,1,4,1,5
1165.0,38.51394643004615,120.9951311653838,5920.902054399999,86.82584083189603,272.77142369924127,342724.8662377203,0.7640147595572929,0.6064775258128096,2.956400992243048e-05,0,0,0,0,0,0,0,1,1,4,1,5
1178.0,38.728234967501706,121.6683384604027,5986.972206080001,87.30893291073585,274.28910222513184,348477.4364527193,0.8091396965938451,0.7606797633318798,3.006023607836323e-05,0,0,0,0,0,0,0,1,1,4,1,5
1179.0,38.7446696107059,121.71996941475736,5992.054525440001,87.34598317037538,274.405499048629,348921.262490036,0.6295705476306602,0.5990374682559135,3.009852124137198e-05,0,0,0,0,0,0,0,1,1,4,1,5
1186.0,38.85951749643713,122.08077468885092,6027.630760960001,87.60489624396786,275.2188984585455,352033.31160723325,0.8182579220834553,0.7122338431257675,3.036697171008146e-05,0,0,0,0,0,0,0,1,1,4,1,5
1190.5,38.93316938045516,122.31215890660502,6050.501198080001,87.77093705129812,275.7405310390503,354038.7731903224,0.9128947889398116,0.8651815417878925,3.053996612041519e-05,0,0,0,0,0,0,0,1,1,4,1,5
1218.0,39.38027127239512,123.71677092572968,6190.26498048,88.77888355648756,278.907088374965,366376.5425905578,0.7278933874946484,0.651567824815541,3.160424237493189e-05,0,0,0,0,0,0,0,1,1,4,1,5
1235.0,39.65414023463283,124.57715564554192,6276.664409599999,89.39629374495624,280.8467396873097,374073.6901994092,0.774479189215508,0.656530957325662,3.2268210971026276e-05,0,0,0,0,0,0,0,1,1,4,1,5
1247.0,39.846326208130506,125.18092568800525,6337.652241919999,89.8295578036094,282.207878871039,379538.99893648486,0.8298216240556255,0.7301837251239692,3.2739657480016895e-05,0,0,0,0,0,0,0,1,1,4,1,5
1253.5,39.95004091769527,125.50675505764308,6370.687317759999,90.06337224485222,282.9424286019506,382510.3889033187,0.8314276036928971,0.680224935869434,3.2995974459368935e-05,0,0,0,0,0,0,0,1,1,4,1,5
1266.5,40.15666673675847,126.155889212854,6436.757469440002,90.52918949134828,284.4058366414581,388476.2911071903,0.643435778400731,0.6114545969469415,3.351060298308152e-05,0,0,0,0,0,0,0,1,1,4,1,5
1268.5,40.18836103272381,126.25545978021944,6446.922108159998,90.60064111217255,284.63030852852665,389396.85079968994,0.8551598073800052,0.7478877834118565,3.3590011974270305e-05,0,0,0,0,0,0,0,1,1,4,1,0
1270.0,40.212115361090575,126.33008620370742,6454.5455872,90.6541928700426,284.798546337638,390087.7470336741,0.8280218512904971,0.7431303371540418,3.364960981828175e-05,0,0,0,0,0,0,0,1,1,4,1,0
1281.0,40.38588685179197,126.87600544229828,6510.45110016,91.04594331867982,286.02926666911725,395166.7745628027,0.9178921486794416,0.9850216305315116,3.408773507576833e-05,0,0,0,0,0,0,0,1,1,4,1,0
1296.0,40.621650015438455,127.61667726519715,6586.685890560001,91.57744779480446,287.6990372266605,402127.9221890224,0.8402343091850939,0.7485372649809668,3.46882151044054e-05,0,0,0,0,0,0,0,1,1,4,1,0
1307.5,40.80147919795586,128.1816273038949,6645.132563199999,91.9828547038717,288.9726605939007,407492.1753658613,0.8056900745031108,0.6328537777150102,3.515094439477587e-05,0,0,0,0,0,0,0,1,1,4,1,0
1319.5,40.98828587874891,128.76849779991585,6706.12039552,92.40399168505154,290.29570144013024,413114.8621777231,0.8161178476439066,0.8039989420570597,3.563596659500718e-05,0,0,0,0,0,0,0,1,1,4,3,0
1330.0,41.15104609238709,129.27982409137823,6759.4847488,92.77091831067744,291.44843543160306,418055.7383021298,0.8465670292905912,0.8250988399085433,3.606217468539459e-05,0,0,0,0,0,0,0,1,1,4,3,0
1361.5,41.63550936588772,130.8018103523419,6919.5778086400005,93.86309231445728,294.87960125831955,432995.3137529642,0.8378024156053955,0.7394483676858675,3.735088700356941e-05,0,0,0,0,0,0,0,1,1,4,3,0
1408.0,42.34053942720982,133.01672761355135,7155.905658879999,95.4525120847018,299.87291073199015,455366.1142541528,0.853315420817813,0.7584019262956481,3.9280629001137556e-05,0,0,0,0,0,0,0,1,1,0,3,0
1424.5,42.58790592967961,133.79385240045465,7239.763928320001,96.0101751278697,301.6248608515849,463394.0017616247,0.8626548999000287,0.8051253227975725,3.997312776416117e-05,0,0,0,0,0,0,0,1,1,0,3,0
1445.5,42.90067321050659,134.77643979218394,7346.49263488,96.71527768576604,303.8400058674995,473678.7167992362,0.8187613099494416,0.8721673525612634,4.086030417700545e-05,0,0,0,0,0,0,0,1,1,0,3,0
1457.0,43.07098810892469,135.31149982585114,7404.939307519998,97.0992355927598,305.0462452073988,479342.6309139814,0.8562697437027597,0.7312964517167733,4.134888271210356e-05,0,0,0,0,0,0,0,1,1,0,3,0
1457.0,43.07098810892469,135.31149982585114,7404.939307519998,97.0992355927598,305.0462452073988,479342.6309139814,0.7695876615928358,0.6479244307923463,4.134888271210356e-05,0,0,0,0,0,0,0,1,1,0,3,0
1463.5,43.16695580788517,135.61299124388728,7437.97438336,97.31558517329633,305.7259274602195,482553.8864137775,0.7601234730553755,0.6094623668695908,4.162589088633268e-05,0,0,0,0,0,0,0,1,1,0,3,0
1464.0,43.17432910297829,135.6361551335846,7440.51554304,97.33220752975426,305.77814813315314,482801.2019756877,0.7993585834235606,0.6520967334336363,4.1647224732944246e-05,0,0,0,0,0,0,0,1,1,0,3,0
1471.5,43.284777810193184,135.9831399807694,7478.632938240001,97.58120309529951,306.56039077264654,486515.9997477294,0.7300440825531465,0.8833628124529221,4.196766929069713e-05,0,0,0,0,0,0,0,1,1,0,3,0
1536.0,44.223251132330944,138.9314408751874,7806.44253696,99.69689735272688,313.20704030902243,518852.0668648413,0.9000042944272516,0.8428824897124096,4.475703155552792e-05,0,0,0,0,0,0,0,1,1,0,3,0
1544.0,44.33826628400226,139.2927716307295,7847.10109184,99.95618751065469,314.0216243643166,522910.8721006815,0.8442244662407953,0.7481304785722241,4.510715076217562e-05,0,0,0,0,0,0,0,1,3,0,3,0
1557.0,44.52453223957157,139.87794338835994,7913.171243519999,100.37610548089016,315.34083557471865,529528.8742852734,0.8193860274090499,0.8434624887003409,4.567803050136627e-05,0,0,0,0,0,0,0,1,3,0,3,0
1569.0,44.695781072596446,140.41593746412673,7974.159075840002,100.76216885006144,316.5536894191273,535662.3754913601,0.9224212348889984,0.993239579391032,4.620711639030849e-05,0,0,0,0,0,0,0,1,3,0,3,0
1575.0,44.78115991081385,140.68416299504253,8004.652991999999,100.95464690293872,317.1583770560239,538737.944258608,0.8566529093321362,0.721724142671698,4.6472420004108625e-05,0,0,0,0,0,0,0,1,3,0,3,0
1651.0,45.84886572596702,144.03845974012285,8390.90926336,103.36168289262004,324.720303638133,578199.0016401097,0.7722841528122222,0.613974305595705,4.987639563267337e-05,0,0,0,0,0,0,0,1,3,0,3,0
1654.0,45.89050236151223,144.16926508847186,8406.156221439998,103.45554852379315,325.0151912154509,579775.6685771811,0.8897997970995938,0.9019265557779136,5.00124015125024e-05,0,0,0,0,0,0,0,1,3,0,3,0
1660.5,45.980585729552615,144.45227033571817,8439.19129728,103.65863246870342,325.65319824484305,583196.6860118852,0.8652255162034483,0.7463040712407887,5.030750409579219e-05,0,0,0,0,0,0,0,1,3,0,3,3
1674.5,46.17401452829319,145.05994482883423,8510.34376832,104.09469835258416,327.02313962212395,590587.7782933767,0.8454325921917473,0.7520532163058649,5.0945071856621227e-05,0,0,0,0,0,0,0,1,3,0,3,3
1680.0,46.24978308224886,145.2979787613145,8538.296524799996,104.26551098062184,327.55976331950745,593499.9000415596,0.812388560743267,0.9491681959892776,5.1196276262078314e-05,0,0,0,0,0,0,0,1,3,0,3,3
1719.0,46.78353104886104,146.97479745209182,8736.506979839998,105.46879239655232,331.3399833759958,614285.8939518501,0.8661817770826686,0.8741931130238022,5.298931023990812e-05,0,0,0,0,0,0,0,1,3,0,3,3
1766.5,47.42549584110497,148.99158932726866,8977.91714944,106.91603782418704,335.8866389793945,639922.219687963,0.8673307496950351,0.8549752747444522,5.5200741808201156e-05,0,0,0,0,0,0,0,1,3,0,3,3
1777.0,47.56623456817225,149.4337330782988,9031.28150272,107.23331921048752,336.8834078517168,645636.19484063,0.8339124086918616,0.7266838460175032,5.5693638690660794e-05,0,0,0,0,0,0,0,1,3,0,3,3
1810.0,48.0058702240741,150.8148892251362,9198.998041599998,108.22443383315264,339.997086269147,663704.2365896264,0.6764938821895999,0.6386740236067306,5.725221765054201e-05,0,0,0,0,0,0,0,1,3,0,3,3
1841.5,48.42179903338786,152.12156811689266,9359.09110144,109.1621037408696,342.9428631627228,681105.3824904285,0.7858301023479493,0.732970537579486,5.875326907911313e-05,0,0,0,0,0,0,0,1,3,0,3,3
1952.0,49.853421059372025,156.61914135644184,9920.687390720002,112.3895524362483,353.0821922739625,743321.077135302,0.9148530319310364,0.860045686735689,6.412009709484322e-05,0,0,0,0,0,0,0,1,3,0,4,3
2006.5,50.544585728949286,158.79049920480657,10197.67379584,113.94771406734328,357.977301407316,774667.7452269435,0.7882823857421853,0.9149916891798818,6.682411217454749e-05,0,0,0,0,0,0,0,2,3,0,4,3
2272.0,53.78475848823986,168.96980214175562,11547.029585919998,121.25235953588792,380.9255219483738,933403.055282338,0.7933042731231658,0.8518734633711191,8.05168807589627e-05,0,0,0,0,0,0,0,2,3,0,4,3
2301.5,54.13280717095667,170.06322932647035,11696.95800704,122.0370004862047,383.39054419359474,951641.113328171,0.6055615780012705,0.4781468554989574,8.209012560387826e-05,0,0,0,0,0,0,0,2,3,0,4,3
2384.0,55.09449223514659,173.08445205919642,12116.24935424,124.20502329491448,390.2015887222525,1003266.0221935807,0.7832054709059402,0.7590712387295907,8.65433750418193e-05,0,0,0,0,0,0,0,2,3,0,4,3
2440.0,55.73781919983771,175.10552332532626,12400.8592384,125.65533960411412,394.75789178461554,1038822.785989312,0.9288941338103368,0.9707594163911842,8.96105598924726e-05,0,0,0,0,0,0,0,2,3,0,4,3
