Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3] ,Irregularity [-],Diameter Ratio [-]
1376.5,41.8642357308473,131.52037542018118,6995.812599039999,94.37873303162215,296.4995343472565,440170.61974936986,1.0932279058662093,1.0809902203324508
1170.0,38.59650589548412,121.25449937548805,5946.3136512,87.0119628907794,273.35614339210025,344933.6151700996,1.0768139920520694,1.0368392333336447
1043.0,36.44158126589425,114.4846039901288,5300.85909248,82.153900805832,258.09409123534635,290324.1680461964,1.0850838571288148,1.1785378935799102
1163.5,38.489144057764676,120.91721221483274,5913.278575359999,86.76992636382468,272.59576321711893,342063.16436851287,1.0818243304261161,1.0476847584084148
2030.5,50.84597226511406,159.7373329327127,10319.649460479997,114.62715987447312,360.1118433635075,788608.0723699741,1.078439352063846,1.0767570720828237
1491.0,43.57063416109671,136.8811841927499,7577.738165760001,98.22563765277643,308.58494164413537,496218.7755317043,1.0803694510993724,1.128883995054522
2021.5,50.73316212973652,159.38292944016015,10273.90858624,114.37284070527801,359.31287612989706,783370.7401030771,1.1340756986477878,1.2167088917813553
1957.5,49.923605727341865,156.83963299373053,9948.6401472,112.5477767517195,353.5792686210661,746464.8868468398,1.0803302425401293,1.1107868156617458
1455.5,43.048811335065096,135.24182943601352,7397.315828479999,97.04924027377075,304.8891802805489,478602.5874794153,1.0620945443924465,1.0685544751041949
1470.0,43.26271062659723,135.91381387889894,7471.0094592,97.5314548366008,306.40410200858975,485772.2811025214,1.1113941875724613,1.182889781277026
1665.0,46.04284789176323,144.64787268711567,8462.0617344,103.79899628719103,326.09416418583356,585569.0097006445,1.0867491876464648,1.1248776822675588
1117.5,37.72062023935376,118.50282343280422,5679.4918848,85.03736626759911,267.15276514691385,321979.3544143963,1.0799975170003908,1.0869386489362356
1958.5,49.93635597802283,156.87968908760126,9953.722466560002,112.57652091685468,353.6695710790883,747036.9636381721,1.0897096910202484,1.121427443056634
1508.5,43.82558445968511,137.68213417782576,7666.678754560001,98.80039760591411,310.3906032904904,504980.6061782283,1.0733545458299787,1.1130952772871767
1005.0,35.77157729900708,112.37972444988004,5107.730956799999,80.64344386288155,253.34885079980958,274603.3431209354,1.074132166628763,1.1069675892001958
2537.0,56.834925222024424,178.55218354483716,12893.84421632,128.12865542053186,402.5280425834809,1101380.6150925884,1.1333803207752704,1.2599695519754917
1470.0,43.26271062659723,135.91381387889894,7471.0094592,97.5314548366008,306.40410200858975,485772.2811025214,1.0865800550495726,1.0950804408161805
1216.5,39.35601486647658,123.6405671790935,6182.64150144,88.7241999149848,278.7352946485484,365699.94705096283,1.0674712845160854,1.0695733055450722
1620.0,45.416385396362884,142.6797827138164,8233.357363199999,102.38669923756048,321.65730215002765,561990.8560408748,1.1065495533367167,1.1712898489373322
1605.0,45.20563537104568,142.017691982536,8157.1225728,101.91158438048538,320.1646848054292,554203.5235865795,1.1010426157355175,1.2017121556560573
1496.5,43.650921853910155,137.1334154186663,7605.690922239999,98.40663822745505,309.1535717198413,498966.983369807,1.092233750191818,1.0079971268866992
2424.0,55.554771680189944,174.530462582343,12319.542128640001,125.24267727582021,393.4614748456341,1028621.6260020873,1.1152884083644339,1.1480787677764999
1432.0,42.69987152276635,134.14560268515078,7277.881323519999,96.26259036092446,302.41784669340393,467058.4723609523,1.0885514119801711,1.0977120116214747
1990.0,50.33633572304378,158.1362625161438,10113.815526399998,113.4782352540299,356.5023902163946,765131.9584137861,1.0930624610692659,1.0465977599080425
