Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Equivalent Perimeter [mym],Perimeter [mym],Feret_max [mym],Volume [mym^3] ,Irregularity [-],Diameter Ratio [-]
1310.5,40.84826096,128.3285965,6660.379521,92.08831951,289.303988,475.440431,132.2621007,408895.4383,1.643393975,1.436252735
2388,55.14069308,173.2295963,12136.57863,124.3091785,390.5288019,448.29378,135.264,1005792.079,1.147914771,1.088125605
5750,85.56358678,268.8059356,29223.33632,192.89455,605.9961013,749.2116081,261.4326573,3758014.873,1.23633074,1.355313861
