# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Histogram_Bin,Histogram_Bin_Lower,Histogram_Bin_Upper,KMeans_Input_Volume,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,KMeans_Input_Number,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1027.5,36.16978894347297,113.63074322670802,5222.0831424,81.54117219416547,256.16914753029056,283876.5204844581,0.8014483355936579,0.636029760125961,8.055274152916527e-05,0,81.54117219416547,107.40942927044978,8.055274152916527e-05,0,0,3,0,0,3,0,0,1,1,4,1,5
1039.0,36.37163574792636,114.26486366472932,5280.529815040001,81.99621563012518,257.59870864576584,288655.64090355,0.9249287066122636,0.9024081314831648,8.190886373046211e-05,0,81.54117219416547,107.40942927044978,8.190886373046211e-05,0,0,3,0,0,3,1,0,1,1,4,1,5
1060.0,36.73736405104852,115.4138330150278,5387.258521600001,82.8207135166838,260.1889451490787,297451.06310516474,0.9094027146200228,0.7986383489358376,8.440465087776633e-05,0,81.54117219416547,107.40942927044978,8.440465087776633e-05,0,0,3,0,0,3,2,0,1,1,4,1,5
1083.0,37.13379090462191,116.65924470589968,5504.151866879999,83.71441821537964,262.99660126498026,307184.5808699699,0.8473140221764891,0.8237601863903902,8.716663182405884e-05,0,81.54117219416547,107.40942927044978,8.716663182405884e-05,0,0,3,0,0,3,3,0,1,1,4,1,5
1091.0,37.2706901372387,117.08932632937066,5544.810421759999,84.02304384539093,263.96617727693325,310594.56612128066,0.737753304378383,0.937280674420858,8.813424851915687e-05,0,81.54117219416547,107.40942927044978,8.813424851915687e-05,0,0,3,0,0,3,4,0,1,1,4,1,5
1093.5,37.31336814290423,117.22340323843936,5557.516220159999,84.11925714136329,264.26844026073763,311662.7573272909,0.8172375096963715,0.7378799680913914,8.843735823028981e-05,0,81.54117219416547,107.40942927044978,8.843735823028981e-05,0,0,3,0,0,3,5,0,1,1,4,1,5
1104.5,37.50057435773467,117.81152890765702,5613.42173312,84.54129483207704,265.59431076942195,316377.2945043245,0.9029915085269808,0.841806709263354,8.977515430445306e-05,0,81.54117219416547,107.40942927044978,8.977515430445306e-05,0,0,3,0,0,3,6,0,1,1,4,1,5
1124.0,37.83016320718592,118.84696281579816,5712.526960640002,85.28431993427994,267.9285929719354,324792.6512962811,0.9126250851125716,0.9195310603408584,9.216309417134069e-05,0,81.54117219416547,107.40942927044978,9.216309417134069e-05,0,0,3,0,0,3,7,0,1,1,4,1,5
1146.5,38.206925262821976,120.0305957219358,5826.87914624,86.13369231250586,270.59697499553204,334593.7436829287,0.7435061791282587,0.7610885071693138,9.494425007806289e-05,0,81.54117219416547,107.40942927044978,9.494425007806289e-05,0,0,3,0,0,3,8,0,1,1,4,1,5
1147.5,38.22358404942686,120.08293084355142,5831.9614656,86.17124788102791,270.7149592937023,335031.59805654694,0.7815883641922284,0.680265335022325,9.506849554269411e-05,0,81.54117219416547,107.40942927044978,9.506849554269411e-05,0,0,3,0,0,3,9,0,1,1,4,1,5
1194.0,38.990357992890814,122.49182223130184,6068.289315840002,87.89986305917306,276.1455640382469,355601.1999105194,0.8191290369355547,0.7760430502903869,0.00010090532142273937,0,81.54117219416547,107.40942927044978,0.00010090532142273937,0,0,3,0,0,3,10,0,1,1,4,1,5
1222.5,39.45295101052311,123.9451010570974,6213.1354176,88.9427327581233,279.4218358231204,368408.82869175175,0.7914243355391405,0.8836414614514215,0.00010453961146213906,0,81.54117219416547,107.40942927044978,0.00010453961146213906,0,0,3,0,0,3,11,0,1,1,4,1,5
1236.0,39.67019129387532,124.62758153534048,6281.74672896,89.43247925291251,280.9604198132715,374528.1226731775,0.8962542637478839,0.8722792395481066,0.00010627602103058645,0,81.54117219416547,107.40942927044978,0.00010627602103058645,0,0,3,0,0,3,12,0,1,1,4,1,5
1270.5,40.22003035287298,126.35495188374423,6457.086746879998,90.67203642751684,284.85460352671305,390318.1364858263,0.8675864523566489,0.7685204493010156,0.0001107565920169491,0,81.54117219416547,107.40942927044978,0.0001107565920169491,0,0,3,0,0,3,13,0,1,1,4,1,5
1271.0,40.22794378735249,126.37981267136972,6459.62790656,90.68987647420744,284.91064968633594,390548.5712768464,0.7823481098622151,0.7324200901400039,0.00011082198014460648,0,81.54117219416547,107.40942927044978,0.00011082198014460648,0,0,3,0,0,3,14,0,1,1,4,1,5
1290.5,40.53536274021398,127.34559779525364,6558.733134079999,91.38292176153838,287.0879156696198,399570.797897628,0.8378950476376112,0.7359193498160775,0.00011338212526601733,0,81.54117219416547,107.40942927044978,0.00011338212526601733,0,0,3,0,0,3,15,0,1,1,4,1,5
1297.5,40.64515111663227,127.69050815205892,6594.309369599999,91.6304286773358,287.8654815780016,402826.2629116132,0.71824308193076,0.802689600638004,0.00011430589533118957,0,81.54117219416547,107.40942927044978,0.00011430589533118957,0,0,3,0,0,3,16,0,1,1,4,1,5
1317.0,40.94943809646488,128.64645389248406,6693.41459712,92.31641324467044,290.0205656552161,411941.3519770928,0.8519917777118666,0.815651406511572,0.00011689239108030558,0,81.54117219416547,107.40942927044978,0.00011689239108030558,0,0,3,0,0,3,17,0,1,1,4,1,5
1323.0,41.04261099984527,128.93916520125754,6723.908513279999,92.52646223805118,290.680454029715,414759.6447640751,0.8081978773900828,0.8982941810862612,0.00011769210924662616,0,81.54117219416547,107.40942927044978,0.00011769210924662616,0,0,3,0,0,3,18,0,1,1,4,1,5
1325.0,41.07362166615078,129.03658808270583,6734.073152,92.59637268417032,290.9000841736521,415700.498176705,0.9224657755901028,0.8777310765018158,0.00011795908561238923,0,81.54117219416547,107.40942927044978,0.00011795908561238923,0,0,3,0,0,3,19,0,1,1,4,1,5
1335.0,41.22832512025492,129.52260331760436,6784.8963456,92.94513615110267,291.9957569192073,420415.4097419407,0.886992971262431,0.8584079004780605,0.00011929698792286967,0,81.54117219416547,107.40942927044978,0.00011929698792286967,0,0,3,0,0,3,20,0,1,1,4,1,5
1339.0,41.29004420438882,129.71649953890574,6805.22562304,93.08427565437415,292.43287656050904,422306.3318568436,0.8358239550540985,0.7204185152567211,0.00011983355558303971,0,81.54117219416547,107.40942927044978,0.00011983355558303971,0,0,3,0,0,3,21,0,1,1,4,1,5
1384.5,41.985713637924896,131.90200952062963,7036.471153919999,94.65259282533788,297.3598902633074,444013.49270615,0.8341634839906592,0.7331712431253887,0.00012599317496347356,0,81.54117219416547,107.40942927044978,0.00012599317496347356,0,0,3,0,0,3,22,0,1,1,4,1,5
1405.0,42.29540826558959,132.87494388775727,7140.658700800001,95.35076839394516,299.55327350055995,453911.5293067934,0.8183590833668353,0.8330828137000609,0.00012880183973989524,0,81.54117219416547,107.40942927044978,0.00012880183973989524,0,0,3,0,0,3,23,0,1,1,4,1,0
1411.0,42.38562253431362,133.15836037162964,7171.152616959998,95.55414744135662,300.19220762180186,456822.2496569774,0.8933575664796966,0.9632154889348704,0.0001296277851320394,0,81.54117219416547,107.40942927044978,0.0001296277851320394,0,0,3,0,0,3,24,0,1,1,4,1,0
1418.0,42.490630431125176,133.48825240882175,7206.728852479999,95.7908772439286,300.93591623044773,460225.91922546,0.8620331167035374,0.7984197008632625,0.0001305936096903113,0,81.54117219416547,107.40942927044978,0.0001305936096903113,0,0,3,0,0,3,25,0,1,1,4,1,0
1430.5,42.67750190373905,134.075326454351,7270.257844479999,96.21216029178932,302.2594159586889,466324.80873049895,0.8821746019608682,0.8207211904565201,0.00013232422928884633,0,81.54117219416547,107.40942927044978,0.00013232422928884633,0,0,3,0,0,3,26,0,1,1,4,1,0
1475.0,43.33622420659609,136.14476360176243,7496.421056,97.69718385135025,306.9247550638133,488252.81742344337,0.8567322256244506,0.8418408773277909,0.00013854651640677213,0,81.54117219416547,107.40942927044978,0.00013854651640677213,0,0,3,0,0,3,27,0,1,1,4,3,0
1554.0,44.48161701780234,139.74312124292257,7897.924285440001,100.2793574049336,315.0368925300446,527999.1814511619,0.9081172220665282,0.966991674300051,0.00014982493627321616,0,81.54117219416547,107.40942927044978,0.00014982493627321616,0,0,3,0,0,3,28,0,1,1,4,3,0
1563.0,44.610238829455504,140.14719858150357,7943.665159679999,100.56932241712448,315.9478444821416,532592.6817450244,0.8639041871003194,0.8448695350665337,0.00015112838694696047,0,81.54117219416547,107.40942927044978,0.00015112838694696047,0,0,3,0,0,3,29,0,1,1,4,3,0
1571.0,44.724258795187886,140.50540286821095,7984.32371456,100.82636902787156,316.7553802260948,536686.9128548085,0.8263838313044753,0.7428431483278314,0.00015229016510242142,0,81.54117219416547,107.40942927044978,0.00015229016510242142,0,0,3,0,0,3,30,0,1,1,4,3,0
1574.0,44.76694141230944,140.639494264596,7999.570672640001,100.9225927199104,317.0576758701053,538224.9419526578,0.7891102933362341,0.651050822548867,0.00015272659591456452,0,81.54117219416547,107.40942927044978,0.00015272659591456452,0,0,3,0,0,3,31,0,1,1,4,3,0
1574.0,44.76694141230944,140.639494264596,7999.570672640001,100.9225927199104,317.0576758701053,538224.9419526578,0.9090484061922904,0.9121101393075984,0.00015272659591456452,0,81.54117219416547,107.40942927044978,0.00015272659591456452,0,0,3,0,0,3,32,0,1,1,0,3,0
1583.0,44.89474578740548,141.04100355049437,8045.311546879999,101.21071490312691,317.9628384042345,542847.8221854042,0.7117297267299408,0.7818277457945302,0.00015403838343356472,0,81.54117219416547,107.40942927044978,0.00015403838343356472,0,0,3,0,0,3,33,0,1,1,0,3,0
1587.0,44.95143109506864,141.21908569661542,8065.640824319999,101.33850626072272,318.36430679444976,544906.6621147287,0.8551627719546688,0.7608920961666834,0.00015462259941730923,0,81.54117219416547,107.40942927044978,0.00015462259941730923,0,0,3,0,0,3,34,0,1,1,0,3,0
1624.0,45.472420439755616,142.8558219944826,8253.686640640002,102.51302463938508,322.0541651043616,564073.5879717945,0.8779744802784109,0.8748114882657922,0.00016006140225256318,0,81.54117219416547,107.40942927044978,0.00016006140225256318,0,0,3,0,0,3,35,0,1,1,0,3,0
1624.5,45.47941996576333,142.87781165396703,8256.22780032,102.52880437081684,322.1037385927033,564334.1099866058,0.8023867516938007,0.71705856776295,0.00016013532792449244,0,81.54117219416547,107.40942927044978,0.00016013532792449244,0,0,3,0,0,3,36,0,1,1,0,3,0
1662.5,46.00826820390231,144.53923739376836,8449.355936000002,103.72103983887736,325.84925678051144,584250.6557671408,0.7852575996113371,0.8684054271377009,0.0001657868427509927,0,81.54117219416547,107.40942927044978,0.0001657868427509927,0,0,3,0,0,3,37,0,1,1,0,3,0
1687.0,46.34603663710868,145.60036822214403,8573.872760319999,104.4825049946978,328.24147012000145,597213.1356693584,0.65986485049374,0.8224971314739289,0.00016946507331179564,0,81.54117219416547,107.40942927044978,0.00016946507331179564,0,0,3,0,0,3,38,0,1,1,0,3,0
1698.0,46.49688964823676,146.0742869336759,8629.77827328,104.82258802298496,329.30987246327896,603063.7951131574,0.483062803837725,0.5097406047704467,0.00017112525520055212,0,81.54117219416547,107.40942927044978,0.00017112525520055212,0,0,3,0,0,3,39,0,1,1,0,3,0
1708.0,46.63360529068772,146.50379179163065,8680.601466879998,105.1307997673264,330.2781482150521,608399.049783014,0.8137997061764606,0.7759429589399686,0.00017263918593945154,0,81.54117219416547,107.40942927044978,0.00017263918593945154,0,0,3,0,0,3,40,0,1,1,0,3,0
1801.0,47.88636987774317,150.43946781500148,9153.257167359998,107.9550322523842,339.1507362421393,658760.1151444769,0.7125203476303512,0.7535578011596682,0.00018692963121570122,1,107.40942927044978,133.2776863467341,0.00018692963121570122,0,0,3,0,0,3,41,0,1,1,0,3,0
1803.5,47.91959431099001,150.54384545040946,9165.96296576,108.02993341469588,339.3860451834031,660132.2459150808,0.8031635236965069,0.6862354028864749,0.00018731898675352463,1,107.40942927044978,133.2776863467341,0.00018731898675352463,0,0,3,0,0,3,42,0,1,1,0,3,0
1816.0,48.08537213372748,151.0646518404496,9229.49195776,108.40366293827525,340.5601511091096,667007.1568536913,0.8028242822491864,0.7507187671073475,0.0001892698100302396,1,107.40942927044978,133.2776863467341,0.0001892698100302396,0,0,3,0,0,3,43,0,1,3,0,3,0
1838.5,48.38234081765367,151.99760647621835,9343.844143359998,109.07314913931845,342.66340403998663,679441.6705221682,0.8556515472289242,0.7509463756508616,0.00019279822500400465,1,107.40942927044978,133.2776863467341,0.00019279822500400465,0,0,3,0,0,3,44,0,1,3,0,3,0
1910.0,49.314171699869,154.92503953017413,9707.229977599998,111.17386868018468,349.2630091168245,719460.2071853695,0.8117514102679851,0.8502443396529138,0.00020415387652004036,1,107.40942927044978,133.2776863467341,0.00020415387652004036,0,0,3,0,0,3,45,0,1,3,0,3,0
1918.5,49.42378037518387,155.26938533931303,9750.42969216,111.4209704778145,350.0393023089473,724268.2259174436,0.6388724970190006,0.6014327027246225,0.00020551819890052888,1,107.40942927044978,133.2776863467341,0.00020551819890052888,0,0,3,0,0,3,46,0,1,3,0,3,0
1938.0,49.67432171350451,156.05648416720172,9849.534919680002,111.98579087092456,351.8137379065396,735338.6384607692,0.8248404759988374,0.7535335533087248,0.00020865953682696917,1,107.40942927044978,133.2776863467341,0.00020865953682696917,0,0,3,0,0,3,47,0,1,3,0,3,3
1981.0,50.22238084878452,157.77826272033016,10068.07465216,113.2213353854998,355.6953154767123,759947.2379189712,0.8269563751900316,0.7518320142870552,0.00021564246781459847,1,107.40942927044978,133.2776863467341,0.00021564246781459847,0,0,3,0,0,3,48,0,1,3,0,3,3
2009.5,50.58235725176625,158.90916194340323,10212.920753920002,114.03286618838185,358.24481468520827,776405.7504828713,0.7366356765991613,0.6422941795917374,0.00022031273186550279,1,107.40942927044978,133.2776863467341,0.00022031273186550279,0,0,3,0,0,3,49,0,1,3,0,3,3
2018.0,50.68922371940173,159.24489285304193,10256.12046848,114.27378595301924,359.0016864478977,781337.1434156419,0.7818338760521547,0.6829968515801721,0.00022171206288313785,1,107.40942927044978,133.2776863467341,0.00022171206288313785,0,0,3,0,0,3,50,0,1,3,0,3,3
2102.5,51.73959936843036,162.54474527553992,10685.5764544,116.6417528161894,366.4408737491772,830922.9116617456,0.7487247802785278,0.6644019118878404,0.0002357825100135907,1,107.40942927044978,133.2776863467341,0.0002357825100135907,0,0,3,0,0,3,51,0,1,3,0,3,3
2143.5,52.24164013638757,164.1219528639569,10893.95154816,117.77355352347216,369.9965305365044,855346.2571595559,0.7097546470718389,0.6449166670785574,0.00024271287337652452,1,107.40942927044978,133.2776863467341,0.00024271287337652452,0,0,3,0,0,3,52,0,1,3,0,3,3
2256.0,53.59504093591615,168.3737868731184,11465.71247616,120.82466028592935,379.5818651267581,923560.5432454492,0.6153509685312684,0.5282401234688535,0.00026206934479690156,1,107.40942927044978,133.2776863467341,0.00026206934479690156,0,0,3,0,0,3,53,0,1,3,0,3,3
2291.0,54.009182524717566,169.67485104604293,11643.593653759996,121.75830108372328,382.5149841981992,945136.1211940264,0.7447648918095099,0.7224780720055853,0.00026819162624120037,1,107.40942927044978,133.2776863467341,0.00026819162624120037,0,0,3,0,0,3,54,0,1,3,0,3,3
2296.5,54.07397354073678,169.87839802598754,11671.54641024,121.904365950237,382.9738605097863,948541.6431993812,0.6942499300284234,0.8902316659892132,0.00026915797644656804,1,107.40942927044978,133.2776863467341,0.00026915797644656804,0,0,3,0,0,3,55,0,1,3,0,4,3
2389.0,55.152237238142064,173.26586333638852,12141.66095104,124.33520362966746,390.6105623055543,1006423.9244999602,0.8683303667112722,0.7950997383341464,0.00028558264037004756,1,107.40942927044978,133.2776863467341,0.00028558264037004756,0,0,3,0,0,3,56,0,1,3,0,4,3
2390.5,55.16954895310824,173.3202496929473,12149.28443008,124.37423115988722,390.7331709077804,1007371.9400893258,0.8072918118630428,0.7357071441226926,0.0002858516490735693,1,107.40942927044978,133.2776863467341,0.0002858516490735693,0,0,3,0,0,3,57,0,2,3,0,4,3
2414.0,55.440060073837245,174.1700854425439,12268.71893504,124.98407143045868,392.64904062167096,1022262.9624915068,0.9239318530932052,0.939662035149784,0.0002900771224470658,1,107.40942927044978,133.2776863467341,0.0002900771224470658,0,0,3,0,0,3,58,0,2,3,0,4,3
2533.0,56.79010271882036,178.41136949805576,12873.514938879996,128.0276075693086,402.2105913964169,1098776.8790883736,0.7245138202796725,0.6507607116551841,0.0003117886952692674,1,107.40942927044978,133.2776863467341,0.0003117886952692674,0,0,3,0,0,3,59,0,2,3,0,4,3
2586.5,57.386706495995206,180.2856555415322,13145.419024639998,129.37259112457158,406.4359818528301,1133771.2804239437,0.920182141957264,0.8272902973305103,0.00032171869920527937,1,107.40942927044978,133.2776863467341,0.00032171869920527937,0,0,3,0,0,3,60,0,2,3,0,4,3
2664.0,58.24010771946145,182.9666945557383,13539.29877504,131.2964988427539,412.4801162064564,1185108.3506324922,0.6761695390918526,0.5958044034590135,0.00033628609541091315,1,107.40942927044978,133.2776863467341,0.00033628609541091315,0,0,3,0,0,3,61,0,2,3,0,4,3
2669.5,58.300196952244654,183.15547044800985,13567.251531520002,131.43196400914036,412.9056925779934,1188780.3433291274,0.8727299272110584,0.7927239353889294,0.0003373280592833893,1,107.40942927044978,133.2776863467341,0.0003373280592833893,0,0,3,0,0,3,62,0,2,3,0,4,3
2697.0,58.59971887433193,184.0964463180283,13707.015313919996,132.10720623029388,415.027028579363,1207196.9992518837,0.9226083641832016,0.8617605716813519,0.0003425539656804581,1,107.40942927044978,133.2776863467341,0.0003425539656804581,0,0,3,0,0,3,63,0,2,3,0,4,3
2994.0,61.74203751850985,193.96833148581592,15216.46416384,139.1912493817286,437.28220650162336,1411999.1054247932,0.6771436398049839,0.7717754689813732,0.0004006685680963992,2,133.2776863467341,159.14594342301842,0.0004006685680963992,0,0,3,0,0,3,64,0,2,3,0,4,3
3058.0,62.39844972273051,196.03051124432224,15541.73260288,140.67106505492367,441.93118454920005,1457514.7186973074,0.7921057456384221,0.722645589548211,0.00041358406891071545,2,133.2776863467341,159.14594342301842,0.00041358406891071545,0,0,3,0,0,3,65,0,2,3,2,4,3
3164.0,63.47070126871181,199.39908882397737,16080.458455039998,143.0883489401839,449.52530584477455,1533950.8336885956,0.8124765254643321,0.686637425483682,0.00043527356476574124,2,133.2776863467341,159.14594342301842,0.00043527356476574124,0,0,3,0,0,3,66,0,2,3,2,4,3
3180.5,63.63598331156819,199.9183376755853,16164.31672448,143.46096077759933,450.6959004558395,1545965.6050715456,0.9261266677795572,0.8653352590626734,0.0004386828737571686,2,133.2776863467341,159.14594342301842,0.0004386828737571686,0,0,3,0,0,3,67,0,2,3,2,4,3
3339.5,65.20723471857303,204.8545695527744,16972.405502720005,147.00318994955106,461.8241415997745,1663331.8333447697,0.7959234963549132,0.7967639869316746,0.0004719866899171375,2,133.2776863467341,159.14594342301842,0.0004719866899171375,0,0,3,0,0,3,68,0,2,3,2,4,3
3473.0,66.49782657249197,208.9090834398289,17650.895137279997,149.9127002250259,470.9646377067503,1764062.234278949,0.8621610424822953,0.7673275568839599,0.0005005699272230364,2,133.2776863467341,159.14594342301842,0.0005005699272230364,0,0,3,0,0,3,69,0,2,3,2,4,3
3556.5,67.29246942155271,211.40552757666572,18075.26880384,151.70414306394844,476.59262136883535,1828062.109691379,0.8668957141507617,0.7545428567951955,0.0005187305183603316,2,133.2776863467341,159.14594342301842,0.0005187305183603316,0,0,3,0,0,3,70,0,2,3,2,4,3
3873.5,70.22744033874261,220.62601064860928,19686.36404096,158.32074149966135,497.3792784062248,2077839.8349313715,0.8131553907482411,0.7173352027274041,0.0005896073929488432,2,133.2776863467341,159.14594342301842,0.0005896073929488432,0,0,3,0,0,3,71,0,2,3,2,4,3
3877.5,70.26369143953792,220.7398968405524,19706.693318400005,158.40246598129428,497.6360234373413,2081059.211981104,0.7979476581759757,0.743773900773301,0.0005905209227008969,2,133.2776863467341,159.14594342301842,0.0005905209227008969,0,0,3,0,0,3,72,0,2,3,2,4,4
4059.0,71.88935465060196,225.8470684416424,20629.13428224,162.06736112431705,509.14963109483847,2228872.9036012124,0.8773439541546677,0.841620368487634,0.0006324645046330216,3,159.14594342301842,185.01420049930272,0.0006324645046330216,0,0,3,0,0,3,73,0,2,3,2,4,4
4262.5,73.66942078931821,231.43931114593727,21663.386271999992,166.08034222743896,521.756783047401,2398575.070572641,0.846950302603022,0.7552339474978974,0.0006806191557103978,3,159.14594342301842,185.01420049930272,0.0006806191557103978,0,0,3,0,0,3,74,0,2,3,2,4,4
4525.0,75.90394548326596,238.45927750870848,22997.495104,171.11785469747477,537.5825952156324,2623521.3504081056,0.8517451931776968,0.7619979873626344,0.0007444498645925912,3,159.14594342301842,185.01420049930272,0.0007444498645925912,0,0,3,0,0,3,75,0,2,3,2,4,4
4589.5,76.44300419634244,240.15278040156315,23325.30470271999,172.3331086602344,541.4004281372839,2679814.8465779466,0.8827003993180581,0.787147862419606,0.0007604236951827492,3,159.14594342301842,185.01420049930272,0.0007604236951827492,0,0,3,0,0,3,76,0,2,3,2,4,4
4623.0,76.72148600822756,241.0276568159398,23495.56240128,172.9609180569482,543.3727495258547,2709209.3621264687,0.7923565504846518,0.7039667220240564,0.0007687646767099086,3,159.14594342301842,185.01420049930272,0.0007687646767099086,0,0,3,0,0,3,77,0,2,3,2,4,4
4846.0,78.55010397056517,246.772429572642,24628.91961856,177.08335439124212,556.3237652285641,2907581.134057917,0.8764361823862309,0.7804976420406415,0.0008250546088388722,3,159.14594342301842,185.01420049930272,0.0008250546088388722,0,0,3,0,0,3,78,0,2,3,2,4,4
4894.5,78.94220006882412,248.00423579443355,24875.41210752001,177.9672958351571,559.1007491749709,2951339.8837069743,0.925161048329237,0.8674967040530123,0.0008374715824022526,3,159.14594342301842,185.01420049930272,0.0008374715824022526,0,0,3,0,0,3,79,0,2,3,2,4,4
5253.0,81.78219444655304,256.926341267743,26697.42359808,184.36977916030915,579.2147437539998,3281465.395284824,0.926597899105466,0.9459482337986788,0.0009311479278813776,3,159.14594342301842,185.01420049930272,0.0009311479278813776,0,0,3,0,0,3,80,0,2,3,2,4,4
5396.5,82.89171975030622,260.412017810986,27426.736426240008,186.8710930050904,587.0728529530868,3416842.809022664,0.9171107899963664,0.8433568001382418,0.0009695625942268041,4,185.01420049930272,210.88245757558707,0.0009695625942268041,0,0,3,0,0,3,81,0,2,3,2,4,4
5801.0,85.9422049927082,269.9953998384001,29482.53460736,193.74810693556137,608.6776293956892,3808123.511892116,0.9133118209564512,0.8445331835091918,0.0010805923238775827,4,185.01420049930272,210.88245757558707,0.0010805923238775827,0,0,3,0,0,3,82,0,2,3,2,0,4
6700.5,92.36526170318557,290.17402761362644,34054.08087168,208.2282459836616,654.1683278521595,4727347.68566379,0.909700035845483,0.8331694555834563,0.0013414311813879703,4,185.01420049930272,210.88245757558707,0.0013414311813879703,0,0,3,0,0,3,83,0,2,3,2,0,4
6787.5,92.96296794901676,292.0517771645344,34496.242656,209.57571494426332,658.4015264397265,4819716.478347996,0.7509324733056112,0.7696156561630733,0.001367641730501909,4,185.01420049930272,210.88245757558707,0.001367641730501909,0,0,3,0,0,3,84,1,2,3,2,0,4
7111.0,95.1525428068622,298.9305294524266,36140.37296895999,214.5118925037901,673.9089855975504,5168359.867576285,0.911238073115429,0.8416493260292047,0.0014665727050341831,5,210.88245757558707,236.75071465187136,0.0014665727050341831,0,0,3,0,0,3,85,1,2,2,2,0,4
8249.0,102.483915833268,321.9627170929094,41924.05240064,231.03973985451933,725.832749414255,6457414.773527402,0.9458588811867528,0.9668293946534716,0.0018323546530402274,5,210.88245757558707,236.75071465187136,0.0018323546530402274,0,0,3,0,0,3,86,1,2,2,2,0,4
8790.0,105.79118866059726,332.3528211106642,44673.5871744,238.49565571645044,749.2561999118813,7102970.977576359,0.8246572657716343,0.7246170999561665,0.002015537545230678,6,236.75071465187136,262.61897172815566,0.002015537545230678,0,0,3,0,0,3,87,1,2,2,2,0,4
9121.0,107.76464117478152,338.5526050314338,46355.83488256,242.9446070644275,763.2329927828644,7507933.393791347,0.9460799896227025,0.9645710076838953,0.0021304495949723123,6,236.75071465187136,262.61897172815566,0.0021304495949723123,0,0,3,0,0,3,88,1,2,2,2,0,4
9688.0,111.06369663123164,348.9168934172028,49237.50995968,250.38199768544865,786.598244519742,8218790.7365079,0.9455246983638022,0.9657712750541882,0.0023321623244866602,6,236.75071465187136,262.61897172815566,0.0023321623244866602,0,0,3,0,0,3,89,1,2,2,2,0,4
9911.0,112.33466574424033,352.9097606455704,50370.86717696,253.24727045381536,795.5997643993738,8504189.748637866,0.949070556943942,0.9768231803846984,0.002413147087923772,6,236.75071465187136,262.61897172815566,0.002413147087923772,0,0,3,0,0,3,90,1,2,2,2,0,4
10149.5,113.67825103901596,357.13075833710883,51583.00034432,256.2762491423576,805.1155815951781,8812998.56516751,0.8106002511838157,0.8358694929339411,0.00250077461251576,6,236.75071465187136,262.61897172815566,0.00250077461251576,0,0,3,0,0,3,91,1,2,2,2,0,4
10277.5,114.39282941258004,359.37567250591184,52233.5372224,257.8871946277204,810.1765160973276,8980240.25317823,0.6598891448411605,0.8027181040932216,0.002548231078602628,6,236.75071465187136,262.61897172815566,0.002548231078602628,0,0,3,0,0,3,92,1,2,2,2,0,4
11522.0,121.12087365288671,380.51244686428646,58558.48366592001,273.0548975630678,857.8272602108474,10659787.172564246,0.945430846454848,0.9844298807167668,0.0030248189579119866,7,262.61897172815566,288.48722880444,0.0030248189579119866,0,0,3,0,0,0,93,1,2,2,2,0,4
11571.0,121.37814783613469,381.32069754833657,58807.517314560006,273.63489648178205,859.64938055297,10727859.275146822,0.9446891323267818,0.987889733898332,0.003044135083371476,7,262.61897172815566,288.48722880444,0.003044135083371476,0,0,3,0,0,0,94,1,2,2,2,0,4
11723.5,122.17538132824748,383.8252804303538,59582.57101696001,275.4321796664011,865.2957122021897,10940638.270219622,0.8188834867290086,0.7471880469416622,0.0031045132060978082,7,262.61897172815566,288.48722880444,0.0031045132060978082,0,0,3,0,0,0,95,1,2,2,2,0,4
11788.0,122.51101074327195,384.87969133492345,59910.380615680006,276.18882261963233,867.6727761454514,11031051.656625802,0.946072657311288,0.980088085946176,0.003130168889539061,7,262.61897172815566,288.48722880444,0.003130168889539061,0,0,3,0,0,0,96,1,2,2,2,0,1
12123.0,124.23961928798872,390.3102752399381,61612.95760127999,280.08579772284173,879.9154845009164,11504609.58654542,0.9081441818826648,0.8268102465551428,0.003264545587769692,7,262.61897172815566,288.48722880444,0.003264545587769692,0,0,3,0,0,0,97,1,2,2,2,0,1
12281.0,125.04661070533872,392.8455135481949,62415.96406015999,281.9050791741156,885.6309257430505,11730251.52673877,0.946247529154439,0.9693535713592148,0.003328573697088192,7,262.61897172815566,288.48722880444,0.003328573697088192,0,0,3,0,3,0,98,1,2,2,2,0,1
13716.5,132.15290467999506,415.1705944932247,69711.63350144001,297.9255083105809,935.9605882255256,13845915.897384956,0.8293862638226371,0.7903086474050673,0.003928914172307088,8,288.48722880444,314.3554858807243,0.003928914172307088,0,0,0,2,3,0,99,1,2,2,3,0,1
