cluster,Mean_Diameter,Std_Diameter,Total_VolumeFraction,Mean_Circularity,Std_Circularity,Mean_Compactness,Std_Compactness,Particle_Count
0,474.0450047282033,193.06666304202054,0.2130260221478284,0.8205654400610486,0.09437655269878042,0.8993544184134727,0.07933422033258215,27
1,1304.9032499211044,47.84848740546924,0.22852760675598,0.6535351718750563,0.018181797112761047,0.9013688420175912,0.03540258761363167,2
2,965.9598844255157,45.74563008248019,0.5584463710961896,0.885672498747217,0.02927956598231427,0.9676029926205927,0.050343777231275914,12
