cluster,Mean_Diameter,Std_Diameter,Total_VolumeFraction,Mean_Circularity,Std_Circularity,Mean_Compactness,Std_Compactness,Particle_Count
0,224.33146677935275,110.0192709284054,0.2626752790513499,0.8756857402133861,0.06674222237529008,0.8241032462264433,0.11031861954656567,174
1,561.4403925580535,58.26905368548324,0.5175528535280522,0.9293327849001043,0.03438958828938879,0.9498788075609407,0.047027115739674996,38
2,784.0850810691228,67.55930687612631,0.21977186742058819,0.90231807850301,0.05332102501918662,0.8898813874919655,0.0336265749215721,6
