# Original PSD data with all cluster assignments
Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3],Irregularity [-],Diameter Ratio [-],Volume Fraction,Cluster_Volume_k2,Cluster_Volume_k3,Cluster_Volume_k4,Cluster_Volume_k5,Cluster_Volume_k6,Cluster_Volume_k7,Cluster_Number_k2,Cluster_Number_k3,Cluster_Number_k4,Cluster_Number_k5,Cluster_Number_k6,Cluster_Number_k7
1041.5,36.41536744070657,114.4022508294967,5293.23561344,82.09480435832889,257.9084342700174,289698.0947385972,0.8871601989540879,0.8174461633426796,4.0731219601525834e-05,0,1,0,2,4,2,0,2,1,2,4,6
1060.0,36.73736405104852,115.4138330150278,5387.258521600001,82.8207135166838,260.1889451490787,297451.06310516474,0.7271964007914309,0.6969821857038676,4.1821278054921215e-05,0,1,0,2,4,2,0,2,1,2,4,6
1069.5,36.90162182200474,115.9298640215589,5435.54055552,83.19101623552748,261.3522854502024,301458.76173542155,0.8422710924603387,0.8768985455886711,4.238475588225391e-05,0,1,0,2,4,2,0,2,1,2,4,6
1145.5,38.190259209569774,119.97823777147434,5821.79682688,86.0961203620541,270.4789392320117,334156.08022032335,0.8813835396141956,0.8317089618274083,4.6981961330882374e-05,0,1,0,2,4,2,0,2,1,2,4,6
1158.0,38.39806496170502,120.63107879575612,5885.32581888,86.56459764966779,271.9507040371526,339640.57436569926,0.8727128484803428,0.8871167106373745,4.775307491255836e-05,0,1,0,2,4,2,0,2,1,2,4,6
1322.5,41.034854671513735,128.91479797715235,6721.3673536,92.50897637146056,290.62552055969223,414524.5424653925,0.9026940050786644,0.8581671354917091,5.8281674874717125e-05,0,1,0,2,4,2,0,2,1,2,4,6
1362.5,41.65079686754695,130.84983745524627,6924.660127999997,93.89755645819784,294.9878735591072,433472.4435484742,0.7239179382297309,0.7782515992546744,6.0945728018385126e-05,0,1,0,2,4,2,0,2,1,2,4,6
1686.0,46.33229837190774,145.5572081891157,8568.790440960001,104.4515334496288,328.1441701415424,596682.2009111955,0.7388880268724052,0.772467723002335,8.38928325695945e-05,0,1,0,2,4,2,0,2,1,2,4,6
1724.0,46.85152052093316,147.18839267807505,8761.918576639999,105.6220678623917,331.8215124534523,616967.972337747,0.9111626166497424,0.908485667643278,8.674498874793178e-05,0,1,0,2,4,2,0,2,1,2,4,6
1828.0,48.243982917830046,151.56294231456636,9290.47979008,108.76123508995606,341.6834971539584,673629.3710315843,0.9110127519944828,0.9032434504903782,9.471151636769666e-05,0,1,0,2,4,2,0,2,1,2,4,6
2015.5,50.65781580776771,159.14622198858794,10243.41467008,114.20297995703152,358.77924285107264,779885.6535058059,0.565710727767015,0.6247353138373404,0.00010965102772141995,0,1,0,2,4,2,0,2,1,2,4,6
2403.5,55.31935688139337,173.79088517989737,12215.35458176,124.7119581534132,391.79417154956064,1015600.5262863716,0.902293392233341,0.8944058205006851,0.00014279226827819391,0,1,0,2,4,2,0,2,1,2,4,6
2433.5,55.663528742912256,174.87213297161745,12367.82416256,125.48785919802138,394.2317365712143,1034674.5180648108,0.8956888604621172,0.8027908295442836,0.00014547404962890085,0,1,0,2,4,2,0,2,1,2,4,6
2447.0,55.81771372930768,175.35651939217112,12436.43547392,125.83545383135124,395.3237373177106,1043296.3346033592,0.8568530441891203,0.8089523728885171,0.00014668626713800308,0,1,0,2,4,2,0,2,1,2,4,6
2964.0,61.43192989476256,192.99409965322928,15063.994583039996,138.4921427547527,435.08589825824,1390829.9255007978,0.8893944385518516,0.8755327502142692,0.00019554909111523113,0,1,0,2,4,2,0,2,1,2,4,6
3932.5,70.76026080838756,222.2999155217281,19986.2208832,159.5219319664289,501.1529295521838,2125493.711997234,0.7996194461004894,0.7246184144471158,0.0002988419762412996,0,1,0,2,4,2,0,2,1,2,4,1
5188.0,81.2746378526907,255.33180520118404,26367.07283968,183.22554357510592,575.6200216455493,3220747.50235652,0.8266450462010602,0.7958636044859752,0.00045283340202123583,0,1,0,2,4,2,0,2,1,2,4,1
5545.5,84.02826842990902,263.9825907932733,28184.002010879994,189.43332834838688,595.1223526843553,3559326.2047324176,0.8746760410620811,0.8601874475614838,0.0005004371789508567,0,1,0,2,4,2,0,2,1,2,4,1
5577.0,84.26658258757146,264.7312768002321,28344.09507071999,189.9705837854211,596.8101904184432,3589696.1916361027,0.8232628569242273,0.8368155484733095,0.0005047071642505034,0,1,0,2,4,2,0,2,1,2,1,1
6681.5,92.23421283963988,289.76232546665,33957.51680384,207.93280942568416,653.2401865320159,4707254.580094887,0.6699446610247082,0.5870410562959373,0.0006618345909217612,0,1,0,2,4,2,0,2,1,2,1,1
10977.0,118.22161596999882,371.4041602268621,55788.61961471999,266.5188110427653,837.2935388154377,9912477.712954843,0.7467108344592338,0.8178139030357268,0.0013936829887884036,0,1,0,2,4,2,0,2,1,2,1,1
12080.5,124.02165262635847,389.6255127770331,61396.95902847999,279.59441368086254,878.3717560045433,11444164.507570537,0.8506521736859572,0.8386206706173989,0.0016090363940240956,0,1,0,2,4,2,0,2,1,2,1,1
14082.0,133.9020510259666,420.6656998037822,71569.22122752,301.8687838329391,948.3487536376468,14403009.181214685,0.8026850741645314,0.7387220501127391,0.002025046558943375,0,1,0,2,4,2,0,2,1,2,1,1
16056.0,142.97948849491584,449.183310669654,81601.71964416,322.33295886293826,1012.6388555736678,17535282.49413736,0.639202159959299,0.5672842554119588,0.002465440591481879,0,1,0,2,4,2,0,2,1,2,1,1
17559.5,149.5240776121929,469.7437437612553,89242.98680192001,337.0870805689277,1058.990295935374,20055105.254873708,0.7891835586898249,0.9002079418698674,0.0028197247793605947,0,1,0,2,4,2,0,2,1,1,1,1
18729.0,154.423131147328,485.1345743567789,95186.75929344,348.1315068585362,1093.687384429922,22091673.29720403,0.7910631131695147,0.8327938004026175,0.003106063908516607,0,1,0,2,0,0,0,2,1,1,1,1
20126.5,160.08077866224994,502.9085982262581,102289.30059904,360.8861074161763,1133.7571438412765,24609858.349007133,0.9451129937673124,0.9842974736409486,0.0034601178363990897,0,1,0,2,0,0,0,2,1,1,1,1
21468.5,165.33161574891488,519.4045894429215,109109.77318016,372.7235945443537,1170.9457064401224,27111857.906418905,0.8726152668139091,0.8856750149888716,0.003811896102348043,0,1,0,2,0,0,0,2,3,1,1,1
22320.5,168.58037625495206,529.6108715819606,113439.90927488,380.0476002291639,1193.954748894372,28741710.19342148,0.8792554238860967,0.952900237778598,0.004041051463137877,0,1,3,1,0,0,0,2,3,1,1,1
23489.0,172.93676204406117,543.2968611732288,119378.59944703996,389.8686363521315,1224.8084438289268,31027981.184029862,0.9229669997670028,0.9940832277789012,0.004362498540209942,0,1,3,1,0,0,0,2,3,1,1,1
23922.0,174.5234551,548.2816045,121579.2437,393.4456772,1236.046049,31889885.26,0.8581300995357288,0.9466803202834988,0.004483681263988183,0,1,3,1,0,0,0,2,3,1,1,1
24374.5,176.166334136654,553.442861133557,123878.99324031998,397.1493836776728,1247.6815861394907,32798977.210669115,0.8176328365734737,0.9945256876519276,0.0046114985487863275,0,1,3,1,0,0,0,2,3,1,1,1
24775.0,177.6077411624101,557.9711748565051,125914.462144,400.3988916765373,1257.8902165965048,33610674.05900327,0.8990230231101509,0.974128599059934,0.004725622193987367,0,1,3,1,0,0,0,2,3,1,1,2
25683.5,180.8348635,568.1094786,130531.7493,407.6741162,1280.746009,35476277.02,0.8698855062090018,0.9420566050368115,0.004987923828943514,0,1,3,1,0,0,0,2,3,1,1,2
25852.0,181.42708924108723,569.9700107219794,131388.12009471998,409.009229985107,1284.9403921716305,35825969.21942146,0.8478672575716055,0.9565817272787526,0.005037090150801544,0,1,3,1,0,0,0,2,3,1,1,2
26104.5,182.310947821405,572.746734344718,132671.40573312002,411.0018007685754,1291.2002379067324,36352124.44454042,0.8658149013085452,0.9808976116402388,0.005111066971526403,0,1,3,1,0,0,0,2,3,1,1,2
26236.0,182.7695617319025,574.1875124367712,133339.73072896004,412.0356999684011,1294.448328037457,36627152.85633678,0.7489983227008205,0.8736594219269344,0.005149735650544277,0,1,3,1,0,0,0,0,3,1,1,2
26957.0,185.2639155567694,582.0237560884266,137004.08298752,417.65897123118094,1312.1143557257487,38147322.9033593,0.8900052682748649,0.998675389628218,0.005363469814287421,0,1,3,1,0,0,0,0,3,1,3,2
26987.5,185.3686926466824,582.3529230243618,137159.093728,417.8951807026808,1312.8564296661211,38212082.83898567,0.8226042265912699,0.9529856409786258,0.005372574986904308,0,1,3,1,0,0,0,0,3,1,3,2
27131.5,185.8625801714322,583.9045164438154,137890.94771583995,419.00860073847673,1316.354341870937,38518328.70461103,0.923316552092458,0.9813746018620392,0.005415632804098796,0,1,3,1,0,0,0,0,3,1,3,2
27240.5,186.23555465688665,585.0762503472954,138444.92052608,419.8494344184852,1318.9958987829427,38750681.05399122,0.9350556408721368,0.9868137341297928,0.005448301277725019,0,1,3,1,0,0,0,0,3,1,3,2
