Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Perimeter [mym],Volume [mym^3] ,Irregularity [-],Diameter Ratio [-]
178772.5,477.0956052104933,1498.840048389262,908578.9377856,1075.564332386536,3378.985005088752,651490065.7598913,1.2426118384669076,1.0122338945382412
